"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"909","Andy Dalton",98,133,11.7894736842105,"Career",7.9,0,812,NA,NA,NA,NA,NA,NA,"",0,0,30,NA,NA,1317,NA,61.7,71,10314,7.8,"andy-dalton-1",414,132,"QB",NA,140.7,0,27,27,1,413,22,1611,3.9,22,0,NA,"Career",1,0,"Texas Christian",1,22,NA,NA,1638,4,NA,0,NA,NA,NA
"910","Jordan Dangerfield",5,46,1.73913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","Chase Daniel",5,65,1.23076923076923,"Career",7.9,2,1094,NA,NA,NA,NA,NA,NA,"",0,0,41,NA,NA,1609,NA,68,101,12515,7.8,"chase-daniel-1",364,60,"QB",NA,148.9,NA,NA,NA,NA,364,10,970,2.7,10,0,NA,"Career",1,0,"Missouri",3,10,NA,NA,970,2.7,NA,0,NA,NA,NA
"912","Darrell Daniels",0,34,0,"Career",NA,3,NA,0,0,0,0,NA,NA,"3-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"darrell-daniels-1",NA,30,"TE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",10,0,"Washington",13,5,NA,247,NA,NA,NA,0,NA,NA,NA
"913","James Daniels",11,32,5.5,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"4-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"james-daniels-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Iowa",1,NA,NA,295,NA,NA,NA,0,NA,NA,NA
"914","Mike Daniels",42,111,6.05405405405405,"Career",-22.5,NA,0,NA,NA,NA,NA,NA,NA,"10-May",NA,NA,1,0,NA,2,NA,0,0,0,0,"mike-daniels-1",76,12,"RB",0,-100,1,223,9.3,24,52,1,214,4.1,2,NA,NA,"Career",NA,NA,"Cincinnati",NA,2,NA,205,437,5.8,NA,NA,NA,NA,NA
"915","Owen Daniels",49,131,5.98473282442748,NA,-13.5,0,2,NA,NA,NA,NA,NA,NA,"",0,0,2,0,NA,6,NA,33.3,0,9,1.5,"owen-daniels-1",NA,48,"WR",NA,-20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",5,0,"Wisconsin",5,8,NA,NA,NA,NA,NA,0,NA,NA,"Career"
"916","Phillip Daniels",89,201,7.08457711442786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","Torrance Daniels",2,27,1.18518518518519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","Trevor Daniel",2,18,1.77777777777778,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"1-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"trevor-daniel-1",NA,NA,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Tennessee",2,NA,NA,227,NA,NA,NA,0,NA,NA,NA
"919","Travis Daniels",16,107,2.39252336448598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"travis-daniels-1",NA,12,"DB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"LSU",NA,2,NA,NA,NA,NA,NA,49,24.5,NA,"Career"
"920","Karlos Dansby",113,212,8.52830188679245,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"karlos-dansby-1",NA,6,"LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Auburn",NA,1,NA,NA,NA,NA,7,107,13.4,NA,"Career"
"921","Amara Darboh",1,16,1,"Career",NA,0,NA,0,0,0,0,0,NA,"2-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"amara-darboh-1",NA,86,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Career",8,0,"Michigan",8,14,1,214,NA,NA,0,0,NA,NA,NA
"922","Chartric Darby",38,114,5.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","Kenneth Darby",4,41,1.5609756097561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","Ronald Darby",22,57,6.17543859649123,"Career",NA,21,NA,NA,NA,2,1,0,NA,"11-May",2,0,NA,NA,NA,NA,16,NA,NA,NA,NA,"ronald-darby-1",NA,NA,"CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",57,0.5,"Florida State",78,NA,NA,195,NA,NA,0,16,8,NA,NA
"925","Jean-Phillipe Darche",7,120,0.933333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","Marcell Dareus",64,121,8.46280991735537,"Career",NA,27,NA,0,0,0,0,0,NA,"",1,1,NA,0,0,NA,4,NA,NA,NA,NA,"marcell-dareus-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,"Career",39,20,"Alabama",66,1,0,NA,NA,NA,0,28,28,NA,NA
"927","Orleans Darkwa",6,52,1.84615384615385,"Career",14.4,0,3,0,0,0,0,NA,NA,"Jun-00",0,0,1,0,NA,5,0,60,2,77,15.4,"orleans-darkwa-1",740,234,"RB",0,281.4,0,595,7.7,77,663,39,2953,4.5,39,0,NA,"Career",1,0,"Tulane",1,39,NA,210,3548,4.8,NA,0,NA,NA,NA
"928","Devard Darling",4,46,1.39130434782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"devard-darling-1",NA,120,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Overall",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"929","Sam Darnold",13,26,8,"Career",8.7,0,549,0,0,0,0,NA,NA,"4-Jun",0,0,22,0,NA,846,0,64.9,57,7229,8.5,"sam-darnold-1",137,42,"QB",0,153.7,0,0,NA,0,137,7,332,2.4,7,0,NA,"Career",5,0,"USC",5,7,NA,220,332,2.4,NA,0,NA,NA,NA
"930","Matt Darr",5,37,2.16216216216216,"Career",NA,0,NA,NA,NA,0,1,NA,NA,"1-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"matt-darr-1",1,NA,"P",NA,NA,0,0,NA,0,1,0,30,30,0,0,NA,"Career",0,0,"Tennessee",0,NA,NA,220,30,30,NA,0,NA,NA,NA
"931","Julie'n Davenport",14,35,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","Marcus Davenport",7,26,4.30769230769231,"Career",NA,90,NA,0,0,6,2,1,NA,"7-Jun",0,0,NA,0,0,NA,8,NA,NA,NA,NA,"marcus-davenport-1",NA,6,"DE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,"Career",95,37.5,"UTSA",185,1,NA,255,NA,NA,NA,0,NA,NA,NA
"933","Najeh Davenport",20,73,4.38356164383562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"najeh-davenport-1",191,96,"RB",NA,NA,3,381,10.9,35,156,13,830,5.3,16,NA,NA,"Career",NA,NA,"Miami (FL)",NA,16,NA,NA,1211,6.3,NA,NA,NA,NA,"Career"
"934","Akeem Davis",1,21,0.761904761904762,"Career",NA,57,NA,NA,NA,2,0,0,NA,"2-Jun",3,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"akeem-davis-1",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"Career",105,13,"Memphis",162,NA,NA,200,NA,NA,0,43,14.3,NA,NA
