"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"68","Adam Butler",11,48,3.66666666666667,"Career",NA,48,NA,0,0,1,2,1,NA,"5-Jun",0,0,NA,0,0,NA,4,NA,NA,NA,NA,"adam-butler-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,"Career",65,27.5,"Vanderbilt",113,1,NA,295,NA,NA,NA,0,NA,NA,NA
"69","Victor Butler",6,65,1.47692307692308,"Career",NA,52,NA,NA,NA,4,1,0,NA,"",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"victor-butler-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,"Career",58,40,"Oregon State",110,NA,NA,NA,NA,NA,4,30,30,NA,NA
"70","Calais Campbell",125,186,10.752688172043,"Career",NA,46,NA,NA,NA,3,1,0,NA,"",1,0,NA,NA,NA,NA,7,NA,NA,NA,NA,"calais-campbell-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,"Career",83,39,"Miami (FL)",129,NA,NA,NA,NA,NA,1,1,1,NA,NA
"71","Adam Carriker",25,65,6.15384615384615,NA,NA,45,NA,NA,NA,0,0,0,NA,"",1,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"adam-carriker-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,"Career",50,28.5,"Nebraska",95,NA,NA,NA,NA,NA,0,-3,-3,NA,"Career"
"72","Alex Carrington",8,59,2.16949152542373,"Career",NA,52,NA,0,0,2,1,1,NA,"",1,0,NA,0,0,NA,2,NA,NA,NA,NA,"alex-carrington-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,0,"Career",94,40.5,"Arkansas State",146,1,0,NA,NA,NA,27,18,18,NA,NA
"73","Ryan Carrethers",3,24,2,"Career",NA,138,NA,0,0,0,0,0,NA,"2-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"ryan-carrethers-1",1,6,"DL",0,NA,0,0,NA,0,1,1,1,1,1,6.5,0,"Career",58,14.5,"Arkansas State",196,1,0,310,1,1,0,0,NA,NA,NA
"74","Chris Carter",7,75,1.49333333333333,"Career",NA,89,NA,NA,NA,7,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"chris-carter-2",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,"Career",116,38,"Fresno State",205,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"75","Jurrell Casey",86,139,9.89928057553957,"Career",NA,79,NA,NA,NA,3,1,0,NA,"",1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,"jurrell-casey-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,"Career",59,22,"USC",138,NA,NA,NA,NA,NA,22,0,0,NA,NA
"76","Nate Chandler",10,37,4.32432432432432,"Career",NA,20,NA,NA,NA,0,0,NA,NA,"",0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"nate-chandler-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Career",18,3.5,"UCLA",38,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"77","Josh Chapman",8,29,4.41379310344828,"Career",NA,44,NA,NA,NA,0,0,0,NA,"",0,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"josh-chapman-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"Career",44,13.5,"Alabama",88,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"78","Anthony Chickillo",10,65,2.46153846153846,"Career",NA,84,NA,NA,NA,2,4,0,NA,"4-Jun",0,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"anthony-chickillo-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,"Career",87,24,"Miami (FL)",171,NA,NA,277,NA,NA,7,0,NA,NA,NA
"79","Will Clarke",6,53,1.81132075471698,"Career",NA,42,NA,NA,NA,1,1,0,NA,"7-Jun",0,0,NA,NA,NA,NA,8,NA,NA,NA,NA,"will-clarke-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,"Career",68,28.5,"West Virginia",110,NA,NA,273,NA,NA,0,0,NA,NA,NA
"80","Adrian Clayborn",28,110,4.07272727272727,"Career",NA,119,NA,0,0,2,0,0,NA,"",0,0,NA,0,0,NA,5,NA,NA,NA,NA,"adrian-clayborn-1",NA,6,"DL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,"Career",73,37.5,"Iowa",192,1,0,NA,NA,NA,0,0,NA,NA,NA
"81","T.J. Clemmings",15,41,5.85365853658537,"Career",NA,8,NA,NA,NA,0,0,0,NA,"6-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"tj-clemmings-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",15,2,"Pitt",23,NA,NA,315,NA,NA,0,0,NA,NA,NA
"82","Tyler Clutts",0,72,0,"Career",NA,63,NA,NA,NA,0,0,0,NA,"",1,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"tyler-clutts-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,"Career",90,25,"Fresno State",153,NA,NA,NA,NA,NA,0,14,14,NA,NA
"83","Terrence Cody",14,57,3.92982456140351,"Career",NA,33,NA,NA,NA,1,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"terrence-cody-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,"Career",19,10.5,"Alabama",52,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"84","Barry Cofield",54,138,6.26086956521739,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"barry-cofield-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Career",23,6.5,"Northwestern",62,NA,NA,NA,NA,NA,NA,16,16,NA,"Career"
"85","Landon Cohen",4,40,1.6,"Career",NA,66,NA,NA,NA,1,1,0,NA,"",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,"landon-cohen-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,"Career",61,36.5,"Ohio",127,NA,NA,NA,NA,NA,3,0,NA,NA,NA
"86","Deandre Coleman",0,16,0,"Career",NA,55,NA,NA,NA,0,0,0,NA,"5-Jun",0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"deandre-coleman-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"Career",56,22.5,"California",111,NA,NA,315,NA,NA,0,0,NA,NA,NA
"87","Jamie Collins",62,96,10.3333333333333,"Career",NA,118,NA,0,0,6,3,1,NA,"",3,2,NA,0,0,NA,15,NA,NA,NA,NA,"jamie-collins-1",NA,18,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,"Career",196,45,"Southern Mississippi",314,3,0,NA,NA,NA,16,134,44.7,NA,NA
"88","Nate Collins",3,27,1.77777777777778,"Career",NA,74,NA,0,0,1,0,0,NA,"",1,1,NA,0,0,NA,3,NA,NA,NA,NA,"nate-collins-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,"Career",87,21,"Virginia",161,1,0,NA,NA,NA,0,32,32,NA,NA
"89","Xavier Cooper",4,40,1.6,"Career",NA,52,NA,0,0,4,2,1,NA,"4-Jun",0,0,NA,0,0,NA,1,NA,NA,NA,NA,"xavier-cooper-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,"Career",70,32.5,"Washington State",122,1,0,299,NA,NA,29,0,NA,NA,NA
"90","Quinton Coples",20,62,5.16129032258065,"Career",NA,64,NA,NA,NA,5,0,0,NA,"",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"quinton-coples-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,"Career",80,40.5,"North Carolina",144,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"91","Kamalei Correa",10,54,2.96296296296296,"Career",NA,41,NA,NA,NA,5,0,NA,NA,"3-Jun",0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"kamalei-correa-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"Career",69,31.5,"Boise State",110,NA,NA,248,NA,NA,NA,0,NA,NA,NA
"92","Bryan Cox Jr.",3,25,1.92,"Career",NA,48,NA,NA,NA,3,2,NA,NA,"3-Jun",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,"bryan-cox-jr-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,"Career",51,20.5,"Florida",99,NA,NA,265,NA,NA,NA,0,NA,NA,NA
"93","Fletcher Cox",88,125,11.264,"Career",NA,61,NA,NA,NA,2,1,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"fletcher-cox-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,"Career",53,24.5,"Mississippi State",114,NA,NA,NA,NA,NA,52,NA,NA,NA,NA
"94","Jack Crawford",17,93,2.9247311827957,"Career",NA,50,NA,NA,NA,1,0,0,NA,"",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"jack-crawford-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,"Career",35,26.5,"Penn State",85,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"95","James Crawford",2,19,1.68421052631579,"Career",NA,41,NA,NA,NA,4,3,NA,NA,"2-Jun",0,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"james-crawford-3",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Career",39,11,"Illinois",80,NA,NA,225,NA,NA,NA,0,NA,NA,NA
"96","Tyrone Crawford",36,96,6,"Career",NA,43,NA,0,0,4,1,1,NA,"",NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,"tyrone-crawford-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0,"Career",33,27,"Boise State",76,1,0,NA,NA,NA,32,NA,NA,NA,NA
"97","Jared Crick",29,79,5.87341772151899,"Career",NA,92,NA,NA,NA,1,0,0,NA,"",0,0,NA,NA,NA,NA,7,NA,NA,NA,NA,"jared-crick-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"Career",75,29.5,"Nebraska",167,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"98","Tim Crowder",12,60,3.2,NA,NA,17,NA,0,0,3,0,1,NA,"",2,0,NA,0,0,NA,2,NA,NA,NA,NA,"tim-crowder-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,0,"Career",47,21,"Texas",64,1,0,NA,NA,NA,0,0,0,NA,"Career"
"99","Jermaine Cunningham",8,38,3.36842105263158,"Career",NA,72,NA,NA,NA,5,0,0,NA,"",1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"jermaine-cunningham-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,"Career",79,33,"Florida",151,NA,NA,NA,NA,NA,0,18,18,NA,NA
"100","Vinny Curry",22,112,3.14285714285714,"Career",NA,128,NA,NA,NA,10,2,0,NA,"",0,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"vinny-curry-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,"Career",111,49,"Marshall",239,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"101","Marcell Dareus",64,121,8.46280991735537,"Career",NA,27,NA,0,0,0,0,0,NA,"",1,1,NA,0,0,NA,4,NA,NA,NA,NA,"marcell-dareus-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,"Career",39,20,"Alabama",66,1,0,NA,NA,NA,0,28,28,NA,NA
"102","Carl Davis",7,36,3.11111111111111,"Career",NA,63,NA,NA,NA,0,1,0,NA,"5-Jun",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,"carl-davis-3",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"Career",31,15,"Iowa",94,NA,NA,315,NA,NA,0,0,NA,NA,NA
"103","Chauncey Davis",22,102,3.45098039215686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chauncey-davis-1",NA,6,"DL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Florida State",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"104","Dexter Davis",1,16,1,"Career",NA,51,NA,NA,NA,8,0,0,NA,"",1,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"dexter-davis-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,"Career",85,45,"Arizona State",136,NA,NA,NA,NA,NA,0,3,3,NA,NA
"105","Tyeler Davison",25,77,5.19480519480519,"Career",NA,64,NA,0,0,2,2,1,NA,"2-Jun",0,0,NA,0,NA,NA,3,NA,NA,NA,NA,"tyeler-davison-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0,"Career",92,25,"Fresno State",156,1,0,309,NA,NA,9,0,NA,NA,NA
"106","Will Davis",0,20,0,"Career",NA,42,NA,NA,NA,2,0,0,NA,"",0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"will-davis-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"Career",53,23,"Illinois",95,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"107","Keyunta Dawson",15,71,3.38028169014085,NA,NA,53,NA,0,0,4,4,1,NA,"",NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,"keyunta-dawson-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0,"Career",70,13,"Texas Tech",123,1,0,NA,NA,NA,75,NA,NA,NA,"Career"
"108","Sheldon Day",6,56,1.71428571428571,"Career",NA,50,NA,NA,NA,2,2,0,NA,"2-Jun",0,0,NA,NA,NA,NA,8,NA,NA,NA,NA,"sheldon-day-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,"Career",91,32,"Notre Dame",141,NA,NA,285,NA,NA,0,0,NA,NA,NA
"109","Brandon Deaderick",10,60,2.66666666666667,"Career",NA,47,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"brandon-deaderick-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"Career",34,13,"Alabama",81,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"110","John Denney",18,224,1.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"john-denney-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Brigham Young",NA,NA,NA,NA,NA,NA,NA,8,4,NA,"Career"
"111","Ryan Denney",27,113,3.82300884955752,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"ryan-denney-1",NA,6,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Brigham Young",NA,1,NA,NA,NA,NA,0,-1,-1,NA,"Career"
"112","Quinton Dial",17,59,4.61016949152542,"Career",NA,26,NA,NA,NA,0,0,0,NA,"",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"quinton-dial-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"Career",20,8,"Alabama",46,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"113","Antonio Dixon",6,38,2.52631578947368,"Career",NA,28,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"antonio-dixon-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"Career",20,8.5,"Miami (FL)",48,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"114","Demarcus Dobbs",3,60,0.8,"Career",NA,45,NA,0,0,3,0,0,NA,"",2,1,NA,0,0,NA,5,NA,NA,NA,NA,"demarcus-dobbs-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0,"Career",33,10.5,"Georgia",78,1,0,NA,NA,NA,0,78,39,NA,NA
"115","Aaron Donald",90,94,15.3191489361702,"Career",NA,66,NA,NA,NA,6,0,0,NA,"Jun-00",0,0,NA,NA,NA,NA,10,NA,NA,NA,NA,"aaron-donald-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,"Career",115,66,"Pitt",181,NA,NA,285,NA,NA,0,0,NA,NA,NA
"116","Glenn Dorsey",43,104,6.61538461538461,"Career",NA,83,NA,NA,NA,1,0,0,NA,"",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"glenn-dorsey-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"Career",71,25,"LSU",154,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"117","Ken Dorsey",1,17,0.941176470588235,"Career",NA,41,NA,NA,NA,0,0,0,NA,"",1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,"ken-dorsey-2",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,"Career",60,24.5,"Louisiana-Monroe",101,NA,NA,NA,NA,NA,0,56,56,NA,NA
"118","Demar Dotson",58,130,7.13846153846154,"Career",NA,1,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"demar-dotson-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",3,0,"Southern Mississippi",4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"119","Leger Douzable",13,112,1.85714285714286,"Career",NA,34,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"leger-douzable-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"Career",64,26.5,"UCF",98,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"120","Elvis Dumervil",78,162,7.7037037037037,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elvis-dumervil-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"Career",36,22,"Louisville",63,NA,NA,NA,NA,NA,NA,9,9,NA,"Career"
"121","Carlos Dunlap",72,148,7.78378378378378,"Career",NA,28,NA,NA,NA,1,0,0,NA,"",0,0,NA,NA,NA,NA,7,NA,NA,NA,NA,"carlos-dunlap-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,"Career",56,26,"Florida",84,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"122","Kony Ealy",13,65,3.2,"Career",NA,40,NA,0,0,6,1,0,NA,"5-Jun",1,1,NA,0,NA,NA,13,NA,NA,NA,NA,"kony-ealy-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0,"Career",56,28,"Missouri",96,1,0,260,NA,NA,0,49,49,NA,NA
"123","Dominique Easley",7,41,2.73170731707317,"Career",NA,34,NA,NA,NA,0,1,0,NA,"2-Jun",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,"dominique-easley-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,"Career",38,18,"Florida",72,NA,NA,283,NA,NA,1,0,NA,NA,NA
"124","Kalimba Edwards",24,101,3.8019801980198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kalimba-edwards-1",NA,6,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"South Carolina",NA,1,NA,NA,NA,NA,NA,81,81,NA,"Career"
"125","Lavar Edwards",1,25,0.64,"Career",NA,55,NA,0,0,2,2,1,NA,"",2,1,NA,0,0,NA,5,NA,NA,NA,NA,"lavar-edwards-1",NA,12,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,0,"Career",41,20,"LSU",96,2,0,NA,NA,NA,29,40,20,NA,NA
"126","Ray Edwards",42,97,6.92783505154639,NA,NA,6,NA,NA,NA,NA,1,0,NA,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ray-edwards-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,"Career",22,11,"Purdue",28,NA,NA,NA,NA,NA,4,0,0,NA,"Career"
"127","Justin Ellis",20,70,4.57142857142857,"Career",NA,64,NA,NA,NA,2,2,0,NA,"2-Jun",0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,"justin-ellis-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"Career",38,9.5,"Louisiana Tech",102,NA,NA,330,NA,NA,0,0,NA,NA,NA
"128","Kenrick Ellis",10,56,2.85714285714286,"Career",NA,1,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"kenrick-ellis-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",10,3,"South Carolina",11,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"129","Sedrick Ellis",30,70,6.85714285714286,"Career",NA,67,NA,NA,NA,2,0,0,NA,"",NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,"sedrick-ellis-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,"Career",75,28,"USC",142,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"130","John Engelberger",37,139,4.2589928057554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"john-engelberger-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,0,0,NA,"Career"
"131","Larry English",8,64,2,"Career",NA,104,NA,0,0,8,0,1,NA,"",NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,"larry-english-1",NA,6,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,0,"Career",108,54.5,"Northern Illinois",212,1,0,NA,NA,NA,0,NA,NA,NA,NA
"132","Nick Fairley",26,77,5.4025974025974,"Career",NA,38,NA,NA,NA,0,0,0,NA,"",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"nick-fairley-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"Career",50,27.5,"Auburn",88,NA,NA,NA,NA,NA,0,-1,-1,NA,NA
"133","Jonathan Fanene",14,71,3.15492957746479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jonathan-fanene-1",NA,6,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Utah",NA,1,NA,NA,NA,NA,NA,76,76,NA,"Career"
"134","Sharif Finch",4,23,2.78260869565217,"Career",NA,54,NA,0,0,4,4,1,NA,"5-Jun",2,1,NA,0,0,NA,3,NA,NA,NA,NA,"sharif-finch-1",NA,12,"DL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,"Career",86,30,"Temple",140,2,NA,250,NA,NA,NA,91,45.5,NA,NA
"135","Sharrif Floyd",13,44,4.72727272727273,"Career",NA,13,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"sharrif-floyd-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",10,6.5,"Florida",23,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"136","Andre Fluellen",9,81,1.77777777777778,"Career",NA,41,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"andre-fluellen-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,"Career",34,17.5,"Florida State",75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"137","Poona Ford",8,26,4.92307692307692,"Career",NA,43,NA,NA,NA,3,2,NA,NA,"Jun-00",0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,"poona-ford-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Career",90,20.5,"Texas",133,NA,NA,305,NA,NA,NA,0,NA,NA,NA
"138","Eric Foster",12,49,3.91836734693878,"Career",NA,77,NA,NA,NA,0,0,0,NA,"Jun-00",1,0,NA,NA,NA,NA,4,NA,NA,NA,NA,"eric-foster-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,"Career",46,31.5,"Rutgers",123,NA,NA,185,NA,NA,0,1,1,NA,NA
"139","Glenn Foster",1,17,0.941176470588235,"Career",NA,48,NA,NA,NA,0,0,0,NA,"",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"glenn-foster-1",NA,NA,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Career",25,11,"Illinois",73,NA,NA,NA,NA,NA,0,7,7,NA,NA
