"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"27","Chris Clark",40,129,4.96124031007752,"Career",NA,0,NA,NA,NA,0,0,0,NA,"6-Jun",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"chris-clark-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",3,0,"Southern Mississippi",3,NA,NA,255,NA,NA,0,NA,NA,NA,NA
"28","Jeromey Clary",55,103,8.54368932038835,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jeromey-clary-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Kansas State",2,NA,NA,NA,NA,NA,NA,0,NA,NA,"Career"
"29","Jonathan Cooper",15,46,5.21739130434783,"Career",NA,0,NA,NA,NA,0,0,0,NA,"",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"jonathan-cooper-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"North Carolina",2,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"30","Jim Cordle",6,36,2.66666666666667,"Career",NA,1,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"jim-cordle-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",0,0,"Ohio State",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"31","Morgan Cox",14,150,1.49333333333333,"Career",NA,6,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"morgan-cox-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",3,0,"Tennessee",9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"32","James Daniels",11,32,5.5,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"4-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"james-daniels-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Iowa",1,NA,NA,295,NA,NA,NA,0,NA,NA,NA
"33","Taylor Decker",30,55,8.72727272727273,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"8-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"taylor-decker-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Ohio State",2,NA,NA,315,NA,NA,NA,0,NA,NA,NA
"34","Brandyn Dombrowski",13,47,4.42553191489362,"Career",NA,0,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"brandyn-dombrowski-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"San Diego State",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"35","Jamil Douglas",6,32,3,"Career",NA,0,NA,NA,NA,0,0,0,NA,"4-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"jamil-douglas-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Arizona State",2,NA,NA,300,NA,NA,0,0,NA,NA,NA
"36","Justin Drescher",6,110,0.872727272727273,"Career",NA,1,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"justin-drescher-1",NA,NA,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",4,0,"Colorado",5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
