name,approximate_value,games.x,AVp16,X1,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games.y,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year,X
Jay Alford,4,36,1.77777777777778,,,30.0,,,,3.0,1.0,0.0,,,,,,,,,3.0,,,,,jay-alford-1,,,DL,,,,,,,,,,,,16.5,,Career,39.0,26.0,Penn State,69.0,,,,,,9.0,,,,Career
Beau Allen,14,90,2.4888888888888903,Career,,49.0,,,,0.0,1.0,,,3-Jun,0.0,0.0,,,,,1.0,,,,,beau-allen-1,,,DL,,,,,,,,,,,,8.0,,Career,45.0,15.0,Wisconsin,94.0,,,325.0,,,,0.0,,,
Jason Allen,14,98,2.28571428571429,,,15.0,,,,1.0,0.0,0.0,,,,,,,,,2.0,,,,,jason-allen-1,,,DL,,,,,,,,,,,,7.0,,Career,14.0,10.0,South Florida,29.0,,,,,,0.0,,,,Career
Tyson Alualu,52,157,5.29936305732484,Career,,115.0,,0.0,0.0,4.0,0.0,1.0,,,1.0,0.0,,0.0,0.0,,5.0,,,,,tyson-alualu-1,,6.0,DL,0.0,,,,,,,,,,,16.0,0.0,Career,80.0,26.0,California,195.0,1.0,0.0,,,,4.0,8.0,8.0,,
Jamaal Anderson,22,77,4.57142857142857,,,24.0,,,,2.0,0.0,0.0,,,,,,,,,5.0,,,,,jamaal-anderson-1,,,DL,,,,,,,,,,,,17.0,,Career,58.0,31.0,Arkansas,82.0,,,,,,0.0,,,,Career
Eli Ankou,2,20,1.6,Career,,42.0,,,,0.0,1.0,,,3-Jun,0.0,0.0,,,,,3.0,,,,,eli-ankou-1,,,DL,,,,,,,,,,,,1.5,,Career,49.0,8.0,UCLA,91.0,,,305.0,,,,0.0,,,
Antwan Applewhite,9,48,3.0,,,41.0,,0.0,0.0,1.0,0.0,1.0,,,1.0,0.0,,0.0,0.0,,2.0,,,,,antwan-applewhite-1,,6.0,DL,0.0,,,,,,,,,,,12.5,0.0,Career,67.0,17.5,San Diego State,108.0,1.0,0.0,,,,36.0,75.0,75.0,,Career
Arik Armstead,21,62,5.41935483870968,Career,,45.0,,,,1.0,2.0,0.0,,8-Jun,0.0,0.0,,,,,2.0,,,,,arik-armstead-1,,,DL,,,,,,,,,,,,4.0,,Career,42.0,10.5,Oregon,87.0,,,290.0,,,0.0,0.0,,,
Baraka Atkins,2,21,1.52380952380952,,,36.0,,0.0,0.0,0.0,1.0,1.0,,,,,,0.0,,,7.0,,,,,baraka-atkins-1,,6.0,DL,0.0,,,,,,,,,,,7.0,0.0,Career,36.0,17.0,Miami (FL),72.0,1.0,0.0,,,,52.0,,,,Career
Geno Atkins,104,153,10.8758169934641,Career,,44.0,,,,1.0,0.0,0.0,,,,,,,,,2.0,,,,,geno-atkins-1,,,DL,,,,,,,,,,,,11.0,,Career,76.0,33.5,Georgia,120.0,,,,,,0.0,,,,
Marvin Austin,2,26,1.23076923076923,Career,,47.0,,0.0,0.0,1.0,1.0,0.0,,,1.0,1.0,,0.0,0.0,,3.0,,,,,marvin-austin-1,,6.0,DL,0.0,,,,,,,,,,,9.0,0.0,Career,59.0,13.5,North Carolina,106.0,1.0,0.0,,,,3.0,23.0,23.0,,
Denico Autry,31,82,6.04878048780488,Career,,31.0,,,,1.0,0.0,,,6-Jun,1.0,0.0,,,,,3.0,,,,,denico-autry-1,,,DL,,,,,,,,,,,,6.0,,Career,42.0,16.0,Mississippi State,73.0,,,265.0,,,,27.0,27.0,,
Robert Ayers,32,120,4.26666666666667,Career,,33.0,,,,0.0,0.0,0.0,,,1.0,0.0,,,,,3.0,,,,,robert-ayers-1,,,DL,,,,,,,,,,,,9.0,,Career,80.0,31.5,Tennessee,113.0,,,,,,0.0,8.0,8.0,,
Akin Ayodele,57,143,6.37762237762238,,,,,,,,,,,,2.0,0.0,,,,,,,,,,akin-ayodele-1,,,DL,,,,,,,,,,,,,,Career,,,Purdue,,,,,,,,3.0,1.5,,Career
Remi Ayodele,18,60,4.8,,,9.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,remi-ayodele-1,,,DL,,,,,,,,,,,,1.0,,Career,2.0,4.0,Oklahoma,11.0,,,,,,0.0,,,,Career
Jason Babin,53,148,5.72972972972973,,,,,,,,,,,,,,,0.0,,,,,,,,jason-babin-1,,6.0,DL,1.0,,,,,,,,,,,,,Career,,,Western Michigan,,1.0,,,,,,,,,Career
Jonathan Babineaux,68,185,5.8810810810810805,,,,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,jonathan-babineaux-1,,,DL,,,,,,,,,,,,,,Career,,,Iowa,,,,,,,39.0,10.0,10.0,,Career
Allen Bailey,34,117,4.64957264957265,Career,,49.0,,,,2.0,0.0,0.0,,,,,,,,,3.0,,,,,allen-bailey-1,,,DL,,,,,,,,,,,,19.0,,Career,58.0,31.0,Miami (FL),107.0,,,,,,0.0,,,,
Patrick Bailey,6,84,1.14285714285714,Career,,81.0,,0.0,0.0,4.0,0.0,0.0,,,1.0,1.0,,0.0,0.0,,0.0,,,,,patrick-bailey-1,,6.0,DL,0.0,,,,,,,,,,,8.5,0.0,Career,86.0,21.0,Duke,167.0,1.0,0.0,,,,0.0,21.0,21.0,,
Brandon Bair,2,21,1.52380952380952,Career,,50.0,,,,1.0,1.0,0.0,,,,,,,,,12.0,,,,,brandon-bair-1,,,DL,,,,,,,,,,,,5.0,,Career,56.0,25.5,Oregon,106.0,,,,,,24.0,,,,
Ryan Baker,1,17,0.941176470588235,Career,,31.0,,,,0.0,0.0,0.0,,,2.0,0.0,,,,,1.0,,,,,ryan-baker-1,,,DL,,,,,,,,,,,,8.0,,Career,55.0,23.0,Purdue,86.0,,,,,,0.0,15.0,7.5,,
Christian Ballard,3,32,1.5,Career,,93.0,,,,2.0,0.0,0.0,,,0.0,0.0,,,,,3.0,,,,,christian-ballard-1,,,DL,,,,,,,,,,,,12.0,,Career,60.0,21.5,Iowa,153.0,,,,,,0.0,0.0,,,
Kentwan Balmer,7,46,2.4347826086956497,Career,,39.0,,,,0.0,0.0,0.0,,,,,,,,,3.0,,,,,kentwan-balmer-1,,,DL,,,,,,,,,,,,7.0,,Career,53.0,17.0,North Carolina,92.0,,,,,,0.0,,,,
Tully Banta-Cain,25,113,3.53982300884956,,,,,,,,3.0,0.0,,,,,,,,,,,,,,tully-banta-cain-1,,,DL,,,,,,,,,,,,,,Career,,,California,,,,,,,19.0,,,,Career
T.J. Barnes,2,21,1.52380952380952,Career,,45.0,,,,0.0,0.0,0.0,,,,,,,,,4.0,,,,,tj-barnes-1,,,DL,,,,,,,,,,,,2.5,,Career,30.0,8.5,Georgia Tech,75.0,,,,,,0.0,,,,
Connor Barwin,59,142,6.64788732394366,Career,,22.0,,,,,,,,,0.0,0.0,,,,,,,,,,connor-barwin-1,,36.0,DL,0.0,,,,,,,,,,,11.0,,Career,40.0,14.5,Cincinnati,62.0,6.0,,,,,,0.0,,,
Tarell Basham,5,42,1.9047619047619,Career,,77.0,,,,5.0,1.0,,,4-Jun,0.0,0.0,,,,,5.0,,,,,tarell-basham-1,,,DL,,,,,,,,,,,,27.0,,Career,75.0,38.5,Ohio,152.0,,,269.0,,,,0.0,,,
Monty Beisel,13,119,1.74789915966387,,,,,,,,,,,,1.0,0.0,,,,,,,,,,monty-beisel-1,3.0,,DL,,,,,,,3.0,0.0,14.0,4.7,0.0,,,Career,,,Kansas State,,,,,14.0,4.7,,9.0,9.0,,Career
