name,approximate_value,games.x,AVp16,X1,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games.y,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year,X
Michael Bennett,38,109,5.577981651376151,Career,,61.0,,,,3.0,0.0,0.0,,,1.0,0.0,,,,,6.0,,,,,michael-bennett-3,,,DL,,,,,,,,,,,,6.5,,Career,51.0,19.5,Texas A&M,112.0,,,,,,0.0,1.0,1.0,,
Ryon Bingham,6,49,1.95918367346939,,,,,,,,1.0,0.0,,,,,,,,,,,,,,ryon-bingham-1,,,DL,,,,,,,,,,,,,,Career,,,Nebraska,,,,,,,3.0,,,,Career
Angelo Blackson,14,69,3.2463768115942,Career,,33.0,,,,3.0,0.0,0.0,,4-Jun,0.0,0.0,,,,,2.0,,,,,angelo-blackson-1,,,DL,,,,,,,,,,,,4.5,,Career,32.0,17.0,Auburn,65.0,,,306.0,,,0.0,0.0,,,
Ronald Blair,6,47,2.04255319148936,Career,,48.0,,0.0,0.0,1.0,2.0,,,4-Jun,1.0,1.0,,0.0,,,1.0,,,,,ronald-blair-1,,6.0,DL,0.0,,,,,,,,,,,12.5,,Career,66.0,32.0,Appalachian State,114.0,1.0,,270.0,,,,30.0,30.0,,
Joey Bosa,34,51,10.6666666666667,Career,,47.0,,0.0,0.0,5.0,2.0,1.0,,6-Jun,1.0,0.0,,0.0,0.0,,6.0,,,,,joey-bosa-1,,12.0,DL,0.0,,,,,,,,,,,26.0,,Career,101.0,51.0,Ohio State,148.0,2.0,,275.0,,,4.0,28.0,28.0,,
Da'Quan Bowers,7,53,2.11320754716981,Career,,61.0,,,,0.0,0.0,0.0,,,1.0,0.0,,,,,3.0,,,,,daquan-bowers-1,,,DL,,,,,,,,,,,,19.5,,Career,89.0,44.5,Clemson,150.0,,,,,,0.0,0.0,0.0,,
Josh Boyd,4,26,2.46153846153846,Career,,78.0,,,,0.0,0.0,0.0,,2-Jun,,,,,,,0.0,,,,,josh-boyd-1,,,DL,,,,,,,,,,,,8.5,,Career,47.0,18.0,Mississippi State,125.0,,,175.0,,,0.0,,,,
Ron Brace,5,39,2.05128205128205,Career,,35.0,,,,1.0,0.0,0.0,,,,,,,,,0.0,,,,,ron-brace-1,,,DL,,,,,,,,,,,,5.0,,Career,50.0,22.0,Boston College,85.0,,,,,,0.0,,,,
Alan Branch,51,146,5.58904109589041,,,23.0,,,,1.0,0.0,0.0,,,1.0,0.0,,,,,0.0,,,,,alan-branch-1,,,DL,,,,,,,,,,,,4.5,,Career,33.0,13.0,Michigan,56.0,,,,,,0.0,0.0,0.0,,Career
Andre Branch,23,95,3.87368421052632,Career,,90.0,,,,1.0,1.0,0.0,,,0.0,0.0,,,,,10.0,,,,,andre-branch-1,,,DL,,,,,,,,,,,,17.5,,Career,89.0,34.0,Clemson,179.0,,,,,,0.0,0.0,,,
Caleb Brantley,2,20,1.6,Career,,47.0,,,,3.0,1.0,,,2-Jun,0.0,0.0,,,,,0.0,,,,,caleb-brantley-1,,,DL,,,,,,,,,,,,5.5,,Career,33.0,20.5,Florida,80.0,,,307.0,,,,0.0,,,
Tyler Brayton,46,141,5.21985815602837,,,,,0.0,0.0,,1.0,1.0,,,,,,0.0,,,,,,,,tyler-brayton-1,,6.0,DL,0.0,,,,,,,,,,,,0.0,Career,,,Colorado,,1.0,0.0,,,,14.0,,,,Career
Josh Brent,5,40,2.0,Career,,36.0,,,,3.0,0.0,0.0,,,,,,,,,1.0,,,,,josh-brent-1,,,DL,,,,,,,,,,,,5.0,,Career,35.0,17.5,Illinois,71.0,,,,,,0.0,,,,
Michael Brockers,57,123,7.414634146341459,Career,,45.0,,,,2.0,0.0,,,,1.0,0.0,,,,,4.0,,,,,michael-brockers-1,,,DL,,,,,,,,,,,,2.0,,Career,34.0,11.0,LSU,79.0,,,,,,,0.0,0.0,,
Alex Brown,71,143,7.94405594405594,,,,,,,,,,,,3.0,0.0,,,,,,,,,,alex-brown-1,,,DL,,,,,,,,,,,,,,Career,,,Florida,,,,,,,,24.0,8.0,,Career
Courtney Brown,2,17,1.88235294117647,,,,,,,,,,,,1.0,1.0,,,,,,,,,,courtney-brown-1,,6.0,DL,,,,,,,,,,,,,,Career,,,Penn State,,1.0,,,,,,25.0,25.0,,Career
Everette Brown,6,44,2.18181818181818,Career,,28.0,,,,5.0,1.0,0.0,,,,,,,,,5.0,,,,,everette-brown-1,,,DL,,,,,,,,,,,,23.0,,Career,71.0,46.5,Florida State,99.0,,,,,,5.0,,,,
Fadol Brown,1,16,1.0,Career,,3.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,fadol-brown-1,,,DL,,,,,,,,,,,,1.5,,Career,5.0,2.0,Florida International,8.0,,,,,,0.0,,,,
Titus Brown,2,28,1.14285714285714,Career,,44.0,,,,3.0,1.0,0.0,,,,,,,,,3.0,,,,,titus-brown-1,,,DL,,,,,,,,,,,,16.0,,Career,67.0,33.5,Mississippi State,111.0,,,,,,44.0,,,,
Zach Brown,45,100,7.2,Career,,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,,,,zach-brown-1,,,DL,,,,,,,,,,,,0.0,,Career,2.0,0.0,Arizona State,2.0,,,,,,0.0,0.0,,,
Corbin Bryant,12,56,3.4285714285714306,Career,,38.0,,,,1.0,0.0,0.0,,,1.0,0.0,,,,,1.0,,,,,corbin-bryant-1,,,DL,,,,,,,,,,,,4.5,,Career,51.0,19.5,Northwestern,89.0,,,,,,0.0,17.0,17.0,,
Copeland Bryan,3,22,2.18181818181818,,,10.0,,,,1.0,0.0,0.0,,,0.0,0.0,,,,,5.0,,,,,copeland-bryan-1,,,DL,,,,,,,,,,,,7.5,,Career,29.0,10.5,Arizona,39.0,,,,,,0.0,0.0,,,Career
Red Bryant,36,86,6.697674418604651,Career,,44.0,,,,1.0,0.0,0.0,,,,,,,,,7.0,,,,,red-bryant-1,,,DL,,,,,,,,,,,,2.0,,Career,21.0,8.5,Texas A&M,65.0,,,,,,0.0,,,,
Taven Bryan,6,32,3.0,Career,,32.0,,,,1.0,3.0,,,5-Jun,1.0,0.0,,,,,1.0,,,,,taven-bryan-1,1.0,,DL,,,0.0,0.0,,0.0,1.0,0.0,-1.0,-1.0,0.0,5.5,,Career,30.0,10.5,Florida,62.0,,,293.0,-1.0,-1.0,,0.0,0.0,,
Michael Buchanan,0,18,0.0,Career,,93.0,,,,1.0,0.0,0.0,,,1.0,0.0,,,,,4.0,,,,,michael-buchanan-1,,,DL,,,,,,,,,,,,14.0,,Career,68.0,26.0,Illinois,161.0,,,,,,0.0,0.0,0.0,,
Jonathan Bullard,9,55,2.61818181818182,Career,,83.0,,,,0.0,0.0,0.0,,3-Jun,0.0,0.0,,,,,5.0,,,,,jonathan-bullard-1,,,DL,,,,,,,,,,,,12.0,,Career,92.0,34.0,Florida,175.0,,,283.0,,,0.0,0.0,,,
Brodrick Bunkley,49,130,6.03076923076923,,,27.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,brodrick-bunkley-1,,,DL,,,,,,,,,,,,9.0,,Career,39.0,25.0,Florida State,66.0,,,,,,0.0,,,,Career
Derrick Burgess,47,102,7.372549019607839,,,,,,,,,,,,2.0,0.0,,,,,,,,,,derrick-burgess-1,,,DL,,,,,,,,,,,,,,Career,,,Ole Miss,,,,,,,,3.0,1.5,,Career
Kaelin Burnett,1,27,0.592592592592593,Career,,52.0,,,,2.0,0.0,,,,0.0,0.0,,,,,1.0,,,,,kaelin-burnett-1,,,DL,,,,,,,,,,,,9.5,,Career,41.0,14.0,Nevada,93.0,,,,,,,0.0,,,
Adam Butler,11,48,3.6666666666666696,Career,,48.0,,0.0,0.0,1.0,2.0,1.0,,5-Jun,0.0,0.0,,0.0,0.0,,4.0,,,,,adam-butler-1,,6.0,DL,0.0,,,,,,,,,,,10.0,,Career,65.0,27.5,Vanderbilt,113.0,1.0,,295.0,,,,0.0,,,
Victor Butler,6,65,1.4769230769230801,Career,,52.0,,,,4.0,1.0,0.0,,,1.0,0.0,,,,,0.0,,,,,victor-butler-1,,,DL,,,,,,,,,,,,26.0,,Career,58.0,40.0,Oregon State,110.0,,,,,,4.0,30.0,30.0,,
Calais Campbell,125,186,10.752688172043,Career,,46.0,,,,3.0,1.0,0.0,,,1.0,0.0,,,,,7.0,,,,,calais-campbell-1,,,DL,,,,,,,,,,,,19.5,,Career,83.0,39.0,Miami (FL),129.0,,,,,,1.0,1.0,1.0,,
Adam Carriker,25,65,6.153846153846151,,,45.0,,,,0.0,0.0,0.0,,,1.0,0.0,,,,,3.0,,,,,adam-carriker-1,,,DL,,,,,,,,,,,,16.5,,Career,50.0,28.5,Nebraska,95.0,,,,,,0.0,-3.0,-3.0,,Career
Alex Carrington,8,59,2.16949152542373,Career,,52.0,,0.0,0.0,2.0,1.0,1.0,,,1.0,0.0,,0.0,0.0,,2.0,,,,,alex-carrington-1,,6.0,DL,0.0,,,,,,,,,,,21.5,0.0,Career,94.0,40.5,Arkansas State,146.0,1.0,0.0,,,,27.0,18.0,18.0,,
Ryan Carrethers,3,24,2.0,Career,,138.0,,0.0,0.0,0.0,0.0,0.0,,2-Jun,0.0,0.0,,0.0,,,0.0,,,,,ryan-carrethers-1,1.0,6.0,DL,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,6.5,0.0,Career,58.0,14.5,Arkansas State,196.0,1.0,0.0,310.0,1.0,1.0,0.0,0.0,,,
Chris Carter,7,75,1.49333333333333,Career,,89.0,,,,7.0,0.0,0.0,,,,,,,,,1.0,,,,,chris-carter-2,,,DL,,,,,,,,,,,,19.5,,Career,116.0,38.0,Fresno State,205.0,,,,,,0.0,,,,
Jurrell Casey,86,139,9.899280575539569,Career,,79.0,,,,3.0,1.0,0.0,,,1.0,0.0,,,,,1.0,,,,,jurrell-casey-1,,,DL,,,,,,,,,,,,9.0,,Career,59.0,22.0,USC,138.0,,,,,,22.0,0.0,0.0,,
Nate Chandler,10,37,4.32432432432432,Career,,20.0,,,,0.0,0.0,,,,0.0,0.0,,,,,2.0,,,,,nate-chandler-1,,,DL,,,,,,,,,,,,2.0,,Career,18.0,3.5,UCLA,38.0,,,,,,,0.0,,,
Josh Chapman,8,29,4.41379310344828,Career,,44.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,4.0,,,,,josh-chapman-1,,,DL,,,,,,,,,,,,2.5,,Career,44.0,13.5,Alabama,88.0,,,,,,0.0,0.0,,,
Anthony Chickillo,10,65,2.46153846153846,Career,,84.0,,,,2.0,4.0,0.0,,4-Jun,0.0,0.0,,,,,6.0,,,,,anthony-chickillo-1,,,DL,,,,,,,,,,,,14.5,,Career,87.0,24.0,Miami (FL),171.0,,,277.0,,,7.0,0.0,,,
Will Clarke,6,53,1.8113207547169798,Career,,42.0,,,,1.0,1.0,0.0,,7-Jun,0.0,0.0,,,,,8.0,,,,,will-clarke-1,,,DL,,,,,,,,,,,,9.5,,Career,68.0,28.5,West Virginia,110.0,,,273.0,,,0.0,0.0,,,
Adrian Clayborn,28,110,4.0727272727272705,Career,,119.0,,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,5.0,,,,,adrian-clayborn-1,,6.0,DL,1.0,,,,,,,,,,,19.0,0.0,Career,73.0,37.5,Iowa,192.0,1.0,0.0,,,,0.0,0.0,,,
T.J. Clemmings,15,41,5.85365853658537,Career,,8.0,,,,0.0,0.0,0.0,,6-Jun,0.0,0.0,,,,,0.0,,,,,tj-clemmings-1,,,DL,,,,,,,,,,,,0.0,,Career,15.0,2.0,Pitt,23.0,,,315.0,,,0.0,0.0,,,
Tyler Clutts,0,72,0.0,Career,,63.0,,,,0.0,0.0,0.0,,,1.0,0.0,,,,,6.0,,,,,tyler-clutts-1,,,DL,,,,,,,,,,,,19.5,,Career,90.0,25.0,Fresno State,153.0,,,,,,0.0,14.0,14.0,,
Terrence Cody,14,57,3.92982456140351,Career,,33.0,,,,1.0,0.0,0.0,,,,,,,,,1.0,,,,,terrence-cody-1,,,DL,,,,,,,,,,,,0.5,,Career,19.0,10.5,Alabama,52.0,,,,,,0.0,,,,
Barry Cofield,54,138,6.26086956521739,,,39.0,,,,,,,,,1.0,0.0,,,,,,,,,,barry-cofield-1,,,DL,,,,,,,,,,,,2.0,,Career,23.0,6.5,Northwestern,62.0,,,,,,,16.0,16.0,,Career
Landon Cohen,4,40,1.6,Career,,66.0,,,,1.0,1.0,0.0,,,0.0,0.0,,,,,1.0,,,,,landon-cohen-1,,,DL,,,,,,,,,,,,5.5,,Career,61.0,36.5,Ohio,127.0,,,,,,3.0,0.0,,,
Deandre Coleman,0,16,0.0,Career,,55.0,,,,0.0,0.0,0.0,,5-Jun,0.0,0.0,,,,,3.0,,,,,deandre-coleman-1,,,DL,,,,,,,,,,,,5.0,,Career,56.0,22.5,California,111.0,,,315.0,,,0.0,0.0,,,
Jamie Collins,62,96,10.3333333333333,Career,,118.0,,0.0,0.0,6.0,3.0,1.0,,,3.0,2.0,,0.0,0.0,,15.0,,,,,jamie-collins-1,,18.0,DL,0.0,,,,,,,,,,,21.0,0.0,Career,196.0,45.0,Southern Mississippi,314.0,3.0,0.0,,,,16.0,134.0,44.7,,
Nate Collins,3,27,1.77777777777778,Career,,74.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0,,0.0,0.0,,3.0,,,,,nate-collins-1,,6.0,DL,0.0,,,,,,,,,,,9.0,0.0,Career,87.0,21.0,Virginia,161.0,1.0,0.0,,,,0.0,32.0,32.0,,
Xavier Cooper,4,40,1.6,Career,,52.0,,0.0,0.0,4.0,2.0,1.0,,4-Jun,0.0,0.0,,0.0,0.0,,1.0,,,,,xavier-cooper-1,,6.0,DL,0.0,,,,,,,,,,,13.0,0.0,Career,70.0,32.5,Washington State,122.0,1.0,0.0,299.0,,,29.0,0.0,,,
Quinton Coples,20,62,5.16129032258065,Career,,64.0,,,,5.0,0.0,0.0,,,,,,,,,4.0,,,,,quinton-coples-1,,,DL,,,,,,,,,,,,24.0,,Career,80.0,40.5,North Carolina,144.0,,,,,,0.0,,,,
Kamalei Correa,10,54,2.96296296296296,Career,,41.0,,,,5.0,0.0,,,3-Jun,0.0,0.0,,,,,2.0,,,,,kamalei-correa-1,,,DL,,,,,,,,,,,,20.0,,Career,69.0,31.5,Boise State,110.0,,,248.0,,,,0.0,,,
Bryan Cox Jr.,3,25,1.92,Career,,48.0,,,,3.0,2.0,,,3-Jun,0.0,0.0,,,,,1.0,,,,,bryan-cox-jr-1,,,DL,,,,,,,,,,,,10.0,,Career,51.0,20.5,Florida,99.0,,,265.0,,,,0.0,,,
Fletcher Cox,88,125,11.264000000000001,Career,,61.0,,,,2.0,1.0,0.0,,,,,,,,,0.0,,,,,fletcher-cox-1,,,DL,,,,,,,,,,,,7.5,,Career,53.0,24.5,Mississippi State,114.0,,,,,,52.0,,,,
Jack Crawford,17,93,2.9247311827957003,Career,,50.0,,,,1.0,0.0,0.0,,,,,,,,,9.0,,,,,jack-crawford-1,,,DL,,,,,,,,,,,,14.0,,Career,35.0,26.5,Penn State,85.0,,,,,,0.0,,,,
James Crawford,2,19,1.68421052631579,Career,,41.0,,,,4.0,3.0,,,2-Jun,0.0,0.0,,,,,6.0,,,,,james-crawford-3,,,DL,,,,,,,,,,,,4.0,,Career,39.0,11.0,Illinois,80.0,,,225.0,,,,0.0,,,
Tyrone Crawford,36,96,6.0,Career,,43.0,,0.0,0.0,4.0,1.0,1.0,,,,,,0.0,,,1.0,,,,,tyrone-crawford-1,,6.0,DL,0.0,,,,,,,,,,,13.5,0.0,Career,33.0,27.0,Boise State,76.0,1.0,0.0,,,,32.0,,,,
Jared Crick,29,79,5.87341772151899,Career,,92.0,,,,1.0,0.0,0.0,,,0.0,0.0,,,,,7.0,,,,,jared-crick-1,,,DL,,,,,,,,,,,,20.0,,Career,75.0,29.5,Nebraska,167.0,,,,,,0.0,0.0,,,
Tim Crowder,12,60,3.2,,,17.0,,0.0,0.0,3.0,0.0,1.0,,,2.0,0.0,,0.0,0.0,,2.0,,,,,tim-crowder-1,,6.0,DL,0.0,,,,,,,,,,,11.5,0.0,Career,47.0,21.0,Texas,64.0,1.0,0.0,,,,0.0,0.0,0.0,,Career
Jermaine Cunningham,8,38,3.36842105263158,Career,,72.0,,,,5.0,0.0,0.0,,,1.0,0.0,,,,,4.0,,,,,jermaine-cunningham-1,,,DL,,,,,,,,,,,,18.5,,Career,79.0,33.0,Florida,151.0,,,,,,0.0,18.0,18.0,,
Vinny Curry,22,112,3.14285714285714,Career,,128.0,,,,10.0,2.0,0.0,,,0.0,0.0,,,,,4.0,,,,,vinny-curry-1,,,DL,,,,,,,,,,,,26.5,,Career,111.0,49.0,Marshall,239.0,,,,,,0.0,0.0,,,
Marcell Dareus,64,121,8.46280991735537,Career,,27.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,,0.0,0.0,,4.0,,,,,marcell-dareus-1,,6.0,DL,0.0,,,,,,,,,,,11.0,0.0,Career,39.0,20.0,Alabama,66.0,1.0,0.0,,,,0.0,28.0,28.0,,
Carl Davis,7,36,3.11111111111111,Career,,63.0,,,,0.0,1.0,0.0,,5-Jun,0.0,0.0,,,,,1.0,,,,,carl-davis-3,,,DL,,,,,,,,,,,,3.5,,Career,31.0,15.0,Iowa,94.0,,,315.0,,,0.0,0.0,,,
Chauncey Davis,22,102,3.45098039215686,,,,,,,,,,,,,,,,,,,,,,,chauncey-davis-1,,6.0,DL,1.0,,,,,,,,,,,,,Career,,,Florida State,,1.0,,,,,,,,,Career
Dexter Davis,1,16,1.0,Career,,51.0,,,,8.0,0.0,0.0,,,1.0,0.0,,,,,3.0,,,,,dexter-davis-1,,,DL,,,,,,,,,,,,31.0,,Career,85.0,45.0,Arizona State,136.0,,,,,,0.0,3.0,3.0,,
Tyeler Davison,25,77,5.19480519480519,Career,,64.0,,0.0,0.0,2.0,2.0,1.0,,2-Jun,0.0,0.0,,0.0,,,3.0,,,,,tyeler-davison-1,,6.0,DL,0.0,,,,,,,,,,,13.5,0.0,Career,92.0,25.0,Fresno State,156.0,1.0,0.0,309.0,,,9.0,0.0,,,
Will Davis,0,20,0.0,Career,,42.0,,,,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,,,,,will-davis-1,,,DL,,,,,,,,,,,,15.0,,Career,53.0,23.0,Illinois,95.0,,,,,,0.0,0.0,,,
Keyunta Dawson,15,71,3.38028169014085,,,53.0,,0.0,0.0,4.0,4.0,1.0,,,,,,0.0,,,1.0,,,,,keyunta-dawson-1,,6.0,DL,0.0,,,,,,,,,,,7.5,0.0,Career,70.0,13.0,Texas Tech,123.0,1.0,0.0,,,,75.0,,,,Career
Sheldon Day,6,56,1.7142857142857097,Career,,50.0,,,,2.0,2.0,0.0,,2-Jun,0.0,0.0,,,,,8.0,,,,,sheldon-day-1,,,DL,,,,,,,,,,,,7.5,,Career,91.0,32.0,Notre Dame,141.0,,,285.0,,,0.0,0.0,,,
Brandon Deaderick,10,60,2.6666666666666696,Career,,47.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,brandon-deaderick-1,,,DL,,,,,,,,,,,,7.0,,Career,34.0,13.0,Alabama,81.0,,,,,,0.0,,,,
John Denney,18,224,1.28571428571429,,,,,,,,,,,,2.0,0.0,,,,,,,,,,john-denney-1,,,DL,,,,,,,,,,,,,,Career,,,Brigham Young,,,,,,,,8.0,4.0,,Career
Ryan Denney,27,113,3.82300884955752,,,,,,,,,1.0,,,1.0,0.0,,0.0,,,,,,,,ryan-denney-1,,6.0,DL,,,,,,,,,,,,,,Career,,,Brigham Young,,1.0,,,,,0.0,-1.0,-1.0,,Career
Quinton Dial,17,59,4.61016949152542,Career,,26.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,,,,quinton-dial-1,,,DL,,,,,,,,,,,,2.5,,Career,20.0,8.0,Alabama,46.0,,,,,,0.0,0.0,,,
Antonio Dixon,6,38,2.52631578947368,Career,,28.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,antonio-dixon-1,,,DL,,,,,,,,,,,,2.5,,Career,20.0,8.5,Miami (FL),48.0,,,,,,0.0,,,,
Demarcus Dobbs,3,60,0.8,Career,,45.0,,0.0,0.0,3.0,0.0,0.0,,,2.0,1.0,,0.0,0.0,,5.0,,,,,demarcus-dobbs-1,,6.0,DL,0.0,,,,,,,,,,,7.5,0.0,Career,33.0,10.5,Georgia,78.0,1.0,0.0,,,,0.0,78.0,39.0,,
Aaron Donald,90,94,15.3191489361702,Career,,66.0,,,,6.0,0.0,0.0,,Jun-00,0.0,0.0,,,,,10.0,,,,,aaron-donald-1,,,DL,,,,,,,,,,,,29.5,,Career,115.0,66.0,Pitt,181.0,,,285.0,,,0.0,0.0,,,
Glenn Dorsey,43,104,6.6153846153846105,Career,,83.0,,,,1.0,0.0,0.0,,,,,,,,,3.0,,,,,glenn-dorsey-1,,,DL,,,,,,,,,,,,13.0,,Career,71.0,25.0,LSU,154.0,,,,,,0.0,,,,
Ken Dorsey,1,17,0.941176470588235,Career,,41.0,,,,0.0,0.0,0.0,,,1.0,0.0,,,,,1.0,,,,,ken-dorsey-2,,,DL,,,,,,,,,,,,8.5,,Career,60.0,24.5,Louisiana-Monroe,101.0,,,,,,0.0,56.0,56.0,,
Demar Dotson,58,130,7.13846153846154,Career,,1.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,demar-dotson-1,,,DL,,,,,,,,,,,,0.0,,Career,3.0,0.0,Southern Mississippi,4.0,,,,,,0.0,,,,
Leger Douzable,13,112,1.85714285714286,Career,,34.0,,,,0.0,0.0,0.0,,,,,,,,,1.0,,,,,leger-douzable-1,,,DL,,,,,,,,,,,,15.0,,Career,64.0,26.5,UCF,98.0,,,,,,0.0,,,,
Elvis Dumervil,78,162,7.703703703703701,,,27.0,,,,,,,,,1.0,0.0,,,,,,,,,,elvis-dumervil-1,,,DL,,,,,,,,,,,,20.0,,Career,36.0,22.0,Louisville,63.0,,,,,,,9.0,9.0,,Career
Carlos Dunlap,72,148,7.783783783783781,Career,,28.0,,,,1.0,0.0,0.0,,,0.0,0.0,,,,,7.0,,,,,carlos-dunlap-1,,,DL,,,,,,,,,,,,19.5,,Career,56.0,26.0,Florida,84.0,,,,,,0.0,0.0,,,
Kony Ealy,13,65,3.2,Career,,40.0,,0.0,0.0,6.0,1.0,0.0,,5-Jun,1.0,1.0,,0.0,,,13.0,,,,,kony-ealy-1,,6.0,DL,0.0,,,,,,,,,,,13.5,0.0,Career,56.0,28.0,Missouri,96.0,1.0,0.0,260.0,,,0.0,49.0,49.0,,
Dominique Easley,7,41,2.73170731707317,Career,,34.0,,,,0.0,1.0,0.0,,2-Jun,0.0,0.0,,,,,1.0,,,,,dominique-easley-1,,,DL,,,,,,,,,,,,5.5,,Career,38.0,18.0,Florida,72.0,,,283.0,,,1.0,0.0,,,
Kalimba Edwards,24,101,3.8019801980197996,,,,,,,,,,,,1.0,1.0,,,,,,,,,,kalimba-edwards-1,,6.0,DL,,,,,,,,,,,,,,Career,,,South Carolina,,1.0,,,,,,81.0,81.0,,Career
Lavar Edwards,1,25,0.64,Career,,55.0,,0.0,0.0,2.0,2.0,1.0,,,2.0,1.0,,0.0,0.0,,5.0,,,,,lavar-edwards-1,,12.0,DL,0.0,,,,,,,,,,,10.5,0.0,Career,41.0,20.0,LSU,96.0,2.0,0.0,,,,29.0,40.0,20.0,,
Ray Edwards,42,97,6.92783505154639,,,6.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,ray-edwards-1,,,DL,,,,,,,,,,,,5.5,,Career,22.0,11.0,Purdue,28.0,,,,,,4.0,0.0,0.0,,Career
Justin Ellis,20,70,4.57142857142857,Career,,64.0,,,,2.0,2.0,0.0,,2-Jun,0.0,0.0,,,,,3.0,,,,,justin-ellis-1,,,DL,,,,,,,,,,,,2.5,,Career,38.0,9.5,Louisiana Tech,102.0,,,330.0,,,0.0,0.0,,,
Kenrick Ellis,10,56,2.85714285714286,Career,,1.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,kenrick-ellis-1,,,DL,,,,,,,,,,,,0.0,,Career,10.0,3.0,South Carolina,11.0,,,,,,0.0,,,,
Sedrick Ellis,30,70,6.857142857142861,Career,,67.0,,,,2.0,0.0,0.0,,,,,,,,,13.0,,,,,sedrick-ellis-1,,,DL,,,,,,,,,,,,17.5,,Career,75.0,28.0,USC,142.0,,,,,,0.0,,,,
John Engelberger,37,139,4.2589928057554,,,,,,,,,,,,1.0,0.0,,,,,,,,,,john-engelberger-1,,,DL,,,,,,,,,,,,,,Career,,,Virginia Tech,,,,,,,,0.0,0.0,,Career
Larry English,8,64,2.0,Career,,104.0,,0.0,0.0,8.0,0.0,1.0,,,,,,0.0,,,3.0,,,,,larry-english-1,,6.0,DL,0.0,,,,,,,,,,,31.5,0.0,Career,108.0,54.5,Northern Illinois,212.0,1.0,0.0,,,,0.0,,,,
Nick Fairley,26,77,5.4025974025974,Career,,38.0,,,,0.0,0.0,0.0,,,1.0,0.0,,,,,0.0,,,,,nick-fairley-1,,,DL,,,,,,,,,,,,13.0,,Career,50.0,27.5,Auburn,88.0,,,,,,0.0,-1.0,-1.0,,
Jonathan Fanene,14,71,3.15492957746479,,,,,,,,,,,,1.0,1.0,,,,,,,,,,jonathan-fanene-1,,6.0,DL,,,,,,,,,,,,,,Career,,,Utah,,1.0,,,,,,76.0,76.0,,Career
Sharif Finch,4,23,2.7826086956521703,Career,,54.0,,0.0,0.0,4.0,4.0,1.0,,5-Jun,2.0,1.0,,0.0,0.0,,3.0,,,,,sharif-finch-1,,12.0,DL,0.0,,,,,,,,,,,14.5,,Career,86.0,30.0,Temple,140.0,2.0,,250.0,,,,91.0,45.5,,
