name,approximate_value,games.x,AVp16,X1,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games.y,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year,X
Rex Burkhead,16,73,3.5068493150684903,Career,15.1,0.0,4.0,,,0.0,1.0,,,,0.0,0.0,0.0,0.0,,7.0,0.0,57.1,3.0,46.0,6.6,rex-burkhead-1,695.0,210.0,RB,0.0,253.8,5.0,507.0,8.5,60.0,635.0,30.0,3329.0,5.2,35.0,0.0,,Career,4.0,0.0,Nebraska,4.0,35.0,,,3836.0,5.5,,0.0,,,
Michael Bush,26,89,4.67415730337079,,12.5,,5.0,,,,,,,,,,0.0,0.0,,14.0,,35.7,3.0,115.0,8.2,michael-bush-1,485.0,246.0,RB,,175.4,2.0,651.0,13.0,50.0,435.0,39.0,2508.0,5.8,41.0,,,Career,,,Louisville,,41.0,,,3159.0,6.5,,,,,Career
Reggie Bush,72,134,8.59701492537313,,24.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,1.0,,3.0,,33.3,1.0,52.0,17.3,reggie-bush-1,528.0,252.0,RB,3.0,288.9,13.0,1301.0,13.7,95.0,433.0,25.0,3169.0,7.3,38.0,0.0,,Career,1.0,0.0,USC,1.0,42.0,,,4470.0,8.5,,0.0,,,Career
Ka'Deem Carey,3,36,1.33333333333333,Career,,0.0,,0.0,0.0,0.0,0.0,,,10-May,0.0,0.0,,0.0,,,0.0,,,,,kadeem-carey-1,820.0,312.0,RB,0.0,,4.0,679.0,8.8,77.0,743.0,48.0,4239.0,5.7,52.0,0.0,,Career,1.0,0.0,Arizona,1.0,52.0,,196.0,4918.0,6.0,,0.0,,,
Chris Carson,22,33,10.6666666666667,Career,10.3,,2.0,0.0,0.0,,,,,11-May,,,0.0,0.0,,3.0,,66.7,0.0,31.0,10.3,chris-carson-1,243.0,84.0,RB,0.0,153.5,1.0,298.0,9.9,30.0,213.0,13.0,1076.0,5.1,14.0,,,Career,,,Oklahoma State,,14.0,,218.0,1374.0,5.7,,,,,
Delone Carter,3,27,1.77777777777778,Career,,1.0,,,,,,,,,0.0,0.0,,,,,,,,,,delone-carter-1,674.0,150.0,RB,,,1.0,208.0,7.4,28.0,646.0,24.0,3104.0,4.8,25.0,0.0,,Career,2.0,0.0,Syracuse,3.0,25.0,,,3312.0,4.9,,0.0,,,
Rock Cartwright,11,154,1.14285714285714,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,rock-cartwright-1,132.0,42.0,RB,0.0,,0.0,186.0,9.3,20.0,112.0,7.0,570.0,5.1,7.0,,0.0,Career,,,Kansas State,,7.0,0.0,,756.0,5.7,,,,,Career
Tim Castille,1,31,0.516129032258065,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,tim-castille-1,221.0,126.0,RB,,,0.0,380.0,6.3,60.0,161.0,21.0,533.0,3.3,21.0,0.0,,Career,2.0,0.0,Alabama,2.0,21.0,,,913.0,4.1,,0.0,,,Career
Jamaal Charles,72,119,9.68067226890756,Career,,1.0,,,,,,,,,0.0,0.0,,,,,,,,,,jamaal-charles-1,582.0,234.0,RB,,,3.0,539.0,11.0,49.0,533.0,36.0,3328.0,6.2,39.0,0.0,,Career,3.0,0.0,Texas,4.0,39.0,,,3867.0,6.6,,0.0,,,
Tashard Choice,14,88,2.54545454545455,Career,37.0,0.0,1.0,,,,,1.0,,,0.0,0.0,0.0,,,1.0,,100.0,1.0,17.0,17.0,tashard-choice-1,738.0,174.0,RB,,572.8,0.0,288.0,7.0,41.0,697.0,28.0,3465.0,5.0,28.0,0.0,,Career,2.0,0.0,Overall,2.0,29.0,,,3753.0,5.1,0.0,0.0,,,
Nick Chubb,18,32,9.0,Career,,,,0.0,0.0,,,,,10-May,,,,0.0,,,,,,,,nick-chubb-1,789.0,288.0,RB,0.0,,4.0,361.0,11.6,31.0,758.0,44.0,4769.0,6.3,48.0,,,Career,,,Georgia,,48.0,,225.0,5130.0,6.5,,,,,
Charles Clay,33,127,4.15748031496063,Career,,2.0,,,,,,,,,0.0,0.0,,,,,,,,,,charles-clay-1,,228.0,RB,,,,,,,,,,,,1.0,,Career,9.0,1.0,Tulsa,11.0,38.0,,,,,,0.0,,,
Corey Clement,6,31,3.09677419354839,Career,0.0,,0.0,0.0,0.0,,,,,11-May,,,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,corey-clement-1,605.0,228.0,RB,0.0,0.0,2.0,279.0,9.6,29.0,576.0,36.0,3092.0,5.4,38.0,,,Career,,,Wisconsin,,38.0,,227.0,3371.0,5.6,,,,,
Patrick Cobbs,4,54,1.18518518518519,,27.7,,2.0,,,,,,,,,,0.0,0.0,,3.0,,66.7,2.0,43.0,14.3,patrick-cobbs-1,828.0,210.0,RB,1.0,407.1,1.0,348.0,9.4,37.0,791.0,33.0,3911.0,4.9,34.0,,,Career,,,North Texas,,35.0,,,4259.0,5.1,,,,,Career
Derrick Coleman,1,63,0.253968253968254,Career,,3.0,,,,1.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,,,derrick-coleman-1,358.0,114.0,RB,,,0.0,66.0,3.9,17.0,341.0,19.0,1780.0,5.2,19.0,0.0,,Career,19.0,0.0,UCLA,22.0,19.0,,,1846.0,5.2,,0.0,,,
Tevin Coleman,33,70,7.542857142857139,Career,,1.0,,0.0,0.0,0.0,0.0,,,1-Jun,0.0,0.0,,1.0,,,0.0,,,,,tevin-coleman-1,506.0,174.0,RB,0.0,,0.0,383.0,7.1,54.0,452.0,28.0,3219.0,7.1,28.0,0.0,,Career,4.0,0.0,Indiana,5.0,29.0,,210.0,3602.0,7.1,,0.0,,,
Alex Collins,14,36,6.22222222222222,Career,,0.0,,0.0,0.0,0.0,0.0,,,11-May,0.0,0.0,,0.0,,,0.0,,,,,alex-collins-1,692.0,216.0,RB,0.0,,0.0,167.0,6.2,27.0,665.0,36.0,3703.0,5.6,36.0,0.0,,Career,1.0,0.0,Arkansas,1.0,36.0,,215.0,3870.0,5.6,,0.0,,,
James Conner,16,37,6.918918918918919,Career,,1.0,,0.0,0.0,0.0,0.0,,,2-Jun,0.0,0.0,,0.0,,,0.0,,,,,james-conner-1,698.0,338.0,RB,0.0,,4.0,412.0,13.7,30.0,668.0,52.0,3733.0,5.6,56.0,0.0,,Career,1.0,0.0,Pitt,2.0,56.0,1.0,235.0,4145.0,5.9,,0.0,,,
John Conner,0,62,0.0,Career,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,john-conner-1,79.0,48.0,RB,,,4.0,193.0,7.7,25.0,54.0,4.0,247.0,4.6,8.0,0.0,,Career,4.0,0.0,Kentucky,4.0,8.0,,,440.0,5.6,,0.0,,,
Dalvin Cook,24,29,13.2413793103448,Career,,4.0,,0.0,0.0,0.0,0.0,,,11-May,0.0,0.0,,0.0,,,0.0,,,,,dalvin-cook-1,766.0,288.0,RB,0.0,,2.0,935.0,11.8,79.0,687.0,46.0,4464.0,6.5,48.0,0.0,,Career,4.0,0.0,Florida State,8.0,48.0,,213.0,5399.0,7.0,,0.0,,,
Jameel Cook,4,109,0.5871559633027521,,,,,,,,,,,,,,,0.0,,,,,,,,jameel-cook-1,180.0,36.0,RB,,,6.0,506.0,7.9,64.0,116.0,0.0,526.0,4.5,6.0,,,Career,,,Illinois,,6.0,,,1032.0,5.7,,,,,Career
Isaiah Crowell,25,77,5.19480519480519,Career,,,,,,,,,,,,,,,,,,,,,,isaiah-crowell-1,193.0,36.0,RB,,,1.0,59.0,7.4,8.0,185.0,5.0,850.0,4.6,6.0,,,Career,,,Georgia,,6.0,,,909.0,4.7,,,,,
Benny Cunningham,12,86,2.23255813953488,2009,,,,,,,,,11.0,,0.0,0.0,,,,,,,,,,benny-cunningham-1,51.0,18.0,RB,,,1.0,73.0,14.6,5.0,46.0,2.0,173.0,3.8,3.0,,,2009,,,Middle Tennessee State,,3.0,,,246.0,4.8,,0.0,,,
Mike Daniels,42,111,6.054054054054049,Career,-22.5,,0.0,,,,,,,10-May,,,1.0,0.0,,2.0,,0.0,0.0,0.0,0.0,mike-daniels-1,76.0,12.0,RB,0.0,-100.0,1.0,223.0,9.3,24.0,52.0,1.0,214.0,4.1,2.0,,,Career,,,Cincinnati,,2.0,,205.0,437.0,5.8,,,,,
Orleans Darkwa,6,52,1.84615384615385,Career,14.4,0.0,3.0,0.0,0.0,0.0,0.0,,,Jun-00,0.0,0.0,1.0,0.0,,5.0,0.0,60.0,2.0,77.0,15.4,orleans-darkwa-1,740.0,234.0,RB,0.0,281.4,0.0,595.0,7.7,77.0,663.0,39.0,2953.0,4.5,39.0,0.0,,Career,1.0,0.0,Tulane,1.0,39.0,,210.0,3548.0,4.8,,0.0,,,
Najeh Davenport,20,73,4.383561643835621,,,,,,,,,,,,,,,0.0,,,,,,,,najeh-davenport-1,191.0,96.0,RB,,,3.0,381.0,10.9,35.0,156.0,13.0,830.0,5.3,16.0,,,Career,,,Miami (FL),,16.0,,,1211.0,6.3,,,,,Career
Anthony Davis,13,47,4.42553191489362,Career,,1.0,,,,,,,,10-May,0.0,0.0,,0.0,,,,,,,,anthony-davis-1,,18.0,RB,,,,,,,,,,,,0.0,,Career,4.0,0.0,Connecticut,5.0,3.0,,175.0,,,,0.0,,,
Carey Davis,1,39,0.41025641025640996,,,,,,,,,,,,,,,0.0,,,,,,,,carey-davis-1,324.0,36.0,RB,,,5.0,727.0,6.5,112.0,212.0,1.0,992.0,4.7,6.0,,,Career,,,Illinois,,6.0,,,1719.0,5.3,,,,,Career
Corey Davis,15,42,5.71428571428571,Career,,2.0,,,,,,,,,0.0,0.0,,,,,,,,,,corey-davis-2,22.0,,RB,,,0.0,64.0,12.8,5.0,17.0,0.0,48.0,2.8,0.0,0.0,,Career,1.0,0.0,Pitt,3.0,,,,112.0,5.1,,0.0,,,
Knile Davis,10,57,2.80701754385965,Career,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,knile-davis-1,381.0,126.0,RB,,,2.0,297.0,9.3,32.0,349.0,19.0,1862.0,5.3,21.0,0.0,,Career,5.0,0.0,Arkansas,5.0,21.0,,,2159.0,5.7,,0.0,,,
Mike Davis,10,47,3.4042553191489398,Career,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,mike-davis-1,596.0,126.0,RB,,,2.0,667.0,9.1,73.0,523.0,19.0,2231.0,4.3,21.0,0.0,,Career,5.0,0.0,South Carolina,5.0,21.0,,,2898.0,4.9,,0.0,,,
Anthony Dixon,8,96,1.33333333333333,Career,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,anthony-dixon-1,966.0,276.0,RB,,,4.0,449.0,8.0,56.0,910.0,42.0,3994.0,4.4,46.0,0.0,,Career,1.0,0.0,Mississippi State,1.0,46.0,,,4443.0,4.6,,0.0,,,
Kenneth Dixon,5,18,4.44444444444444,Career,,0.0,,0.0,0.0,0.0,0.0,,,10-May,0.0,0.0,,0.0,,,0.0,,,,,kenneth-dixon-1,889.0,522.0,RB,0.0,,15.0,969.0,11.1,87.0,802.0,72.0,4483.0,5.6,87.0,0.0,,Career,1.0,0.0,Louisiana Tech,1.0,87.0,,213.0,5452.0,6.1,,0.0,,,
Marcus Dixon,7,22,5.09090909090909,,,,,,,,,,,,,,,0.0,,,,,,,,marcus-dixon-1,84.0,30.0,RB,,,1.0,87.0,7.3,12.0,72.0,4.0,253.0,3.5,5.0,,,Career,,,New Mexico State,,5.0,,,340.0,4.0,,,,,Career
Kenyan Drake,23,62,5.93548387096774,2013,,1.0,,0.0,0.0,0.0,0.0,,11.0,1-Jun,0.0,0.0,,0.0,,,0.0,,,,,kenyan-drake-1,104.0,54.0,RB,0.0,,1.0,135.0,11.3,12.0,92.0,8.0,694.0,7.5,9.0,0.0,,2013,3.0,0.0,Alabama,4.0,9.0,,210.0,829.0,8.0,,0.0,,,
Shaun Draughn,7,57,1.9649122807017498,Career,34.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,34.0,34.0,shaun-draughn-1,501.0,66.0,RB,0.0,385.6,1.0,268.0,5.4,50.0,451.0,10.0,2070.0,4.6,11.0,0.0,0.0,Career,5.0,0.0,North Carolina,7.0,11.0,0.0,,2338.0,4.7,0.0,0.0,,,
Reuben Droughns,29,114,4.07017543859649,,,,,,,,,,,,,,,,,,,,,,,reuben-droughns-1,409.0,126.0,RB,,,3.0,207.0,10.4,20.0,389.0,18.0,2058.0,5.3,21.0,,,Career,,,Oregon,,21.0,,,2265.0,5.5,,,,,Career
T.J. Duckett,23,93,3.9569892473118298,,,,,,,,,,,,,,,0.0,,,,,,,,tj-duckett-1,643.0,180.0,RB,,,1.0,151.0,6.9,22.0,621.0,29.0,3379.0,5.4,30.0,,,Career,,,Michigan State,,30.0,,,3530.0,5.5,,,,,Career
Lance Dunbar,9,58,2.48275862068966,Career,,1.0,,,,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,,,lance-dunbar-1,879.0,294.0,RB,,,8.0,1033.0,10.6,97.0,782.0,41.0,4224.0,5.4,49.0,0.0,,Career,2.0,0.0,North Texas,3.0,49.0,,,5257.0,6.0,,0.0,,,
Warrick Dunn,122,181,10.7845303867403,,14.0,,3.0,,,,,,,,,,0.0,0.0,,7.0,,42.9,0.0,98.0,14.0,warrick-dunn-1,707.0,294.0,RB,,160.5,12.0,1314.0,10.0,132.0,575.0,37.0,3959.0,6.9,49.0,,,Career,,,Florida State,,49.0,,,5273.0,7.5,,,,,Career
Jonathan Dwyer,8,38,3.36842105263158,Career,,,,,,,,,,,,,,0.0,,,,,,,,jonathan-dwyer-1,532.0,216.0,RB,,,1.0,263.0,17.5,15.0,517.0,35.0,3226.0,6.2,36.0,,,Career,,,Georgia Tech,,36.0,,,3489.0,6.6,,,,,
Kyle Eckel,1,24,0.666666666666667,,,,,,,,,,,,,,,0.0,,,,,,,,kyle-eckel-1,630.0,150.0,RB,,,0.0,177.0,12.6,14.0,616.0,25.0,2900.0,4.7,25.0,,,Career,,,Navy,,25.0,,,3077.0,4.9,,,,,Career
Trey Edmunds,1,31,0.516129032258065,Career,,4.0,,0.0,0.0,0.0,0.0,,,2-Jun,0.0,0.0,,0.0,,,0.0,,,,,trey-edmunds-1,281.0,102.0,RB,1.0,,2.0,172.0,8.2,21.0,260.0,14.0,1115.0,4.3,16.0,0.0,,Career,8.0,0.0,Overall,12.0,17.0,,223.0,1287.0,4.6,,0.0,,,
Gus Edwards,11,27,6.518518518518519,Career,,4.0,,0.0,0.0,0.0,0.0,,,1-Jun,0.0,0.0,,0.0,,,0.0,,,,,gus-edwards-1,366.0,114.0,RB,0.0,,1.0,156.0,9.8,16.0,350.0,18.0,1690.0,4.8,19.0,0.0,,Career,7.0,0.0,Overall,11.0,19.0,,235.0,1846.0,5.0,,0.0,,,
Andre Ellington,19,65,4.67692307692308,Career,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,andre-ellington-1,680.0,216.0,RB,0.0,0.0,2.0,505.0,8.6,59.0,621.0,33.0,3436.0,5.5,35.0,0.0,,Career,4.0,0.0,Clemson,4.0,36.0,,,3941.0,5.8,,0.0,,,
Ezekiel Elliott,52,56,14.857142857142902,Career,,0.0,,0.0,0.0,0.0,0.0,,,Jun-00,0.0,0.0,,0.0,,,0.0,,,,,ezekiel-elliott-1,650.0,264.0,RB,0.0,,1.0,449.0,7.7,58.0,592.0,43.0,3961.0,6.7,44.0,0.0,,Career,6.0,0.0,Ohio State,6.0,44.0,,225.0,4410.0,6.8,,0.0,,,
Tyler Ervin,0,35,0.0,Career,,1.0,,0.0,0.0,0.0,0.0,,,10-May,0.0,0.0,,3.0,,,0.0,,,,,tyler-ervin-1,615.0,168.0,RB,2.0,,4.0,783.0,9.0,87.0,528.0,19.0,2803.0,5.3,23.0,0.0,,Career,5.0,0.0,San Jose State,6.0,28.0,,177.0,3586.0,5.8,,0.0,,,
Heath Evans,9,143,1.00699300699301,,,,,,,,,,,,,,,0.0,,,,,,,,heath-evans-1,179.0,42.0,RB,,,1.0,354.0,11.8,30.0,149.0,6.0,626.0,4.2,7.0,,,Career,,,Auburn,,7.0,,,980.0,5.5,,,,,Career
Justin Fargas,20,92,3.4782608695652204,,,,,,,,,,,,,,,0.0,,,,,,,,justin-fargas-1,265.0,48.0,RB,,,0.0,106.0,11.8,9.0,256.0,8.0,1077.0,4.2,8.0,,,Career,,,Overall,,8.0,,,1183.0,4.5,,,,,Career
Kevin Faulk,70,161,6.95652173913043,,15.7,,2.0,,,,,,,,,,0.0,1.0,,3.0,,66.7,1.0,27.0,9.0,kevin-faulk-1,909.0,318.0,RB,2.0,252.3,4.0,600.0,11.3,53.0,856.0,46.0,4557.0,5.3,50.0,,,Career,,,LSU,,53.0,,,5157.0,5.7,,,,,Career
Tony Fiammetta,1,51,0.313725490196078,Career,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,,tony-fiammetta-1,,6.0,RB,0.0,,,,,,,,,,,0.0,0.0,Career,4.0,0.0,Syracuse,5.0,1.0,0.0,,,,0.0,0.0,,,
David Fluellen,0,25,0.0,Career,,1.0,,0.0,0.0,0.0,0.0,,,Jun-00,0.0,0.0,,0.0,,,0.0,,,,,david-fluellen-1,641.0,180.0,RB,0.0,,2.0,662.0,8.3,80.0,561.0,28.0,3336.0,5.9,30.0,0.0,,Career,1.0,0.0,Toledo,2.0,30.0,,215.0,3998.0,6.2,,0.0,,,
Mike Ford,2,22,1.45454545454545,Career,,,,,,,,,,,,,,,,,,,,,,mike-ford-1,338.0,144.0,RB,,,1.0,64.0,9.1,7.0,331.0,23.0,1502.0,4.5,24.0,,,Career,,,South Florida,,24.0,,,1566.0,4.6,,,,,
Justin Forsett,35,122,4.59016393442623,Career,,1.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,justin-forsett-1,608.0,168.0,RB,1.0,,1.0,386.0,9.4,41.0,567.0,26.0,3220.0,5.7,27.0,0.0,,Career,4.0,0.0,California,5.0,28.0,,,3606.0,5.9,,0.0,,,
Matt Forte,99,146,10.8493150684932,Career,0.4,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,,11.0,,9.1,0.0,4.0,0.4,matt-forte-1,936.0,264.0,RB,,12.1,5.0,985.0,9.6,103.0,833.0,39.0,4265.0,5.1,44.0,0.0,,Career,9.0,0.0,Tulane,9.0,44.0,,,5250.0,5.6,,0.0,,,
Arian Foster,63,80,12.6,Career,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,arian-foster-1,733.0,150.0,RB,,0.0,2.0,742.0,8.9,83.0,650.0,23.0,2964.0,4.6,25.0,0.0,,Career,1.0,0.0,Tennessee,1.0,25.0,,,3706.0,5.1,,0.0,,,
D.J. Foster,1,16,1.0,2013,,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,Jun-00,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,dj-foster-1,156.0,60.0,RB,0.0,,4.0,653.0,10.4,63.0,93.0,6.0,501.0,5.4,10.0,0.0,,2013,0.0,0.0,Arizona State,0.0,10.0,,195.0,1154.0,7.4,,0.0,,,
Leonard Fournette,21,36,9.33333333333333,Career,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1-Jun,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,leonard-fournette-1,657.0,252.0,RB,0.0,0.0,1.0,526.0,12.8,41.0,616.0,40.0,3830.0,6.2,41.0,0.0,,Career,2.0,0.0,LSU,2.0,42.0,,230.0,4356.0,6.6,,0.0,,,
Jalston Fowler,0,42,0.0,2013,,0.0,,0.0,0.0,0.0,0.0,,9.0,1-Jun,0.0,0.0,,0.0,,,0.0,,,,,jalston-fowler-1,27.0,30.0,RB,0.0,,5.0,15.0,2.1,7.0,20.0,0.0,88.0,4.4,5.0,0.0,,2013,0.0,0.0,Alabama,0.0,5.0,,248.0,103.0,3.8,,0.0,,,
Devonta Freeman,47,77,9.76623376623377,Career,,1.0,,0.0,0.0,0.0,0.0,,,9-May,0.0,0.0,,0.0,,,0.0,,,,,devonta-freeman-1,451.0,186.0,RB,0.0,,1.0,475.0,10.1,47.0,404.0,30.0,2255.0,5.6,31.0,0.0,,Career,2.0,0.0,Florida State,3.0,31.0,,203.0,2730.0,6.1,,0.0,,,
Royce Freeman,8,30,4.26666666666667,Career,46.0,1.0,1.0,0.0,0.0,0.0,0.0,,,11-May,0.0,0.0,0.0,0.0,,1.0,0.0,100.0,1.0,26.0,26.0,royce-freeman-1,1026.0,384.0,RB,0.0,648.4,4.0,814.0,10.3,79.0,947.0,60.0,5621.0,5.9,64.0,0.0,,Career,1.0,0.0,Oregon,2.0,64.0,,231.0,6435.0,6.3,,0.0,,,
Wayne Gallman,7,38,2.94736842105263,Career,,,,0.0,0.0,,,,,Jun-00,,,,0.0,,,,,,,,wayne-gallman-1,741.0,216.0,RB,0.0,,2.0,486.0,7.4,66.0,675.0,34.0,3416.0,5.1,36.0,,,Career,,,Clemson,,36.0,,215.0,3902.0,5.3,,,,,
Quinton Ganther,3,36,1.33333333333333,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,2.0,,0.0,0.0,0.0,0.0,quinton-ganther-1,346.0,66.0,RB,,0.0,2.0,363.0,11.3,32.0,314.0,9.0,1774.0,5.6,11.0,0.0,,Career,1.0,0.0,Utah,1.0,11.0,,,2137.0,6.2,,0.0,,,Career
Toby Gerhart,17,82,3.3170731707317103,Career,38.0,1.0,1.0,,,,,1.0,,,0.0,0.0,0.0,,,1.0,,100.0,1.0,18.0,18.0,toby-gerhart-1,710.0,270.0,RB,,581.2,0.0,395.0,10.1,39.0,671.0,44.0,3522.0,5.2,44.0,0.0,,Career,2.0,0.0,Stanford,3.0,45.0,,,3917.0,5.5,0.0,0.0,,,
Mike Gillislee,10,36,4.44444444444444,Career,,11.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,mike-gillislee-1,412.0,132.0,RB,,,2.0,182.0,7.9,23.0,389.0,20.0,2072.0,5.3,22.0,0.0,,Career,5.0,0.0,Florida,16.0,22.0,,,2254.0,5.5,,0.0,,,
Cody Glenn,2,19,1.68421052631579,Career,,25.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,4.0,,,,,cody-glenn-1,149.0,84.0,RB,0.0,,0.0,52.0,8.7,6.0,143.0,14.0,579.0,4.0,14.0,0.0,0.0,Career,26.0,5.0,Nebraska,51.0,14.0,0.0,,631.0,4.2,0.0,0.0,,,
Nick Goings,18,105,2.74285714285714,,,,,,,,,,,,,,,0.0,,,,,,,,nick-goings-1,235.0,48.0,RB,,,2.0,340.0,11.7,29.0,206.0,6.0,845.0,4.1,8.0,,,Career,,,Overall,,8.0,,,1185.0,5.0,,,,,Career
Mike Goodson,7,42,2.6666666666666696,Career,,1.0,,,,,,,,,0.0,0.0,,,,,,,,,,mike-goodson-1,464.0,120.0,RB,0.0,,7.0,860.0,9.6,90.0,374.0,13.0,1964.0,5.3,20.0,0.0,,Career,2.0,0.0,Texas A&M,3.0,20.0,,,2824.0,6.1,,0.0,,,
Melvin Gordon,42,67,10.0298507462687,Career,,1.0,,0.0,0.0,1.0,0.0,,,1-Jun,0.0,0.0,,0.0,,,0.0,,,,,melvin-gordon-1,653.0,294.0,RB,0.0,,4.0,228.0,10.4,22.0,631.0,45.0,4915.0,7.8,49.0,0.0,,Career,4.0,0.0,Wisconsin,5.0,49.0,,213.0,5143.0,7.9,,0.0,,,
Frank Gore,129,226,9.13274336283186,,,,,,,,,,,,,,,0.0,,,,,,,,frank-gore-1,371.0,102.0,RB,,,0.0,225.0,9.8,23.0,348.0,17.0,1975.0,5.7,17.0,,,Career,,,Miami (FL),,17.0,,,2200.0,5.9,,,,,Career
Earnest Graham,20,98,3.26530612244898,,4.6,,1.0,,,,,,,,,,0.0,,,5.0,,20.0,1.0,3.0,0.6,earnest-graham-1,668.0,198.0,RB,,91.0,0.0,402.0,6.8,59.0,609.0,33.0,3085.0,5.1,33.0,,,Career,,,Florida,,33.0,,,3487.0,5.2,,,,,Career
Corey Grant,4,38,1.68421052631579,Career,,0.0,,0.0,0.0,0.0,0.0,,,11-May,0.0,0.0,,1.0,,,0.0,,,,,corey-grant-1,149.0,66.0,RB,0.0,,1.0,100.0,7.1,14.0,135.0,9.0,1040.0,7.7,10.0,0.0,,Career,2.0,0.0,Auburn,2.0,11.0,,205.0,1140.0,7.7,,0.0,,,
Cyrus Gray,1,35,0.4571428571428571,Career,17.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,2.0,,2.0,,50.0,1.0,14.0,7.0,cyrus-gray-1,735.0,228.0,RB,,273.8,6.0,776.0,7.5,103.0,632.0,30.0,3298.0,5.2,36.0,0.0,,Career,3.0,0.0,Texas A&M,3.0,38.0,,,4074.0,5.5,,0.0,,,
Jonas Gray,4,16,4.0,Career,,,,,,,,,,,,,,0.0,,,,,,,,jonas-gray-1,200.0,72.0,RB,,,0.0,105.0,9.5,11.0,189.0,12.0,1100.0,5.8,12.0,,,Career,,,Notre Dame,,12.0,,,1205.0,6.0,,,,,
Ahman Green,93,148,10.054054054054099,,0.0,,0.0,,,,,,,,,,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,ahman-green-1,609.0,270.0,RB,,0.0,3.0,300.0,8.6,35.0,574.0,42.0,3880.0,6.8,45.0,,,Career,,,Nebraska,,45.0,,,4180.0,6.9,,,,,Career
Alex Green,5,29,2.75862068965517,Career,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,alex-green-2,270.0,132.0,RB,,,2.0,461.0,12.1,38.0,232.0,20.0,1652.0,7.1,22.0,0.0,,Career,2.0,0.0,Hawaii,2.0,22.0,,,2113.0,7.8,,0.0,,,
BenJarvus Green-Ellis,34,84,6.47619047619048,Career,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,,benjarvus-green-ellis-1,959.0,156.0,RB,0.0,,1.0,316.0,8.1,39.0,920.0,25.0,3869.0,4.2,26.0,0.0,0.0,Career,0.0,0.0,Overall,1.0,26.0,0.0,,4185.0,4.4,0.0,0.0,,,
Shonn Greene,25,85,4.70588235294118,Career,,3.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,shonn-greene-1,387.0,132.0,RB,,,0.0,72.0,6.5,11.0,376.0,22.0,2228.0,5.9,22.0,0.0,,Career,11.0,0.0,Iowa,14.0,22.0,,,2300.0,5.9,,0.0,,,
Justin Griffith,13,96,2.1666666666666696,,,,,,,,,,,,,,,,,,,,,,,justin-griffith-1,298.0,84.0,RB,,,4.0,937.0,11.0,85.0,213.0,10.0,852.0,4.0,14.0,,,Career,,,Mississippi State,,14.0,,,1789.0,6.0,,,,,Career
