"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"45","Robert Blanton",10,72,2.22222222222222,"Career",NA,70,NA,NA,NA,0,1,NA,NA,"",8,1,NA,NA,NA,NA,10,NA,NA,NA,NA,"robert-blanton-1",NA,12,"DB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"Career",124,19.5,"Notre Dame",194,2,NA,NA,NA,NA,NA,128,16,NA,NA
"46","Briean Boddy-Calhoun",10,46,3.47826086956522,"Career",NA,24,NA,0,0,2,2,NA,NA,"11-May",10,2,NA,0,NA,NA,15,NA,NA,NA,NA,"briean-boddy-calhoun-1",NA,12,"DB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,"Career",80,3.5,"Minnesota",104,2,NA,190,NA,NA,NA,169,16.9,NA,NA
"47","Omar Bolden",5,56,1.42857142857143,"Career",NA,38,NA,NA,NA,1,0,NA,NA,"",7,2,NA,2,NA,NA,7,NA,NA,NA,NA,"omar-bolden-1",NA,24,"DB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",100,4,"Arizona State",138,4,NA,NA,NA,NA,NA,114,16.3,NA,NA
"48","A.J. Bouye",33,93,5.67741935483871,"Career",NA,32,NA,0,0,0,0,1,NA,"",6,2,NA,0,0,NA,1,NA,NA,NA,NA,"aj-bouye-1",NA,18,"DB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Career",78,5,"UCF",110,3,0,NA,NA,NA,79,180,30,NA,NA
"49","Zackary Bowman",17,99,2.74747474747475,"Career",NA,10,NA,NA,NA,NA,NA,NA,NA,"",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zackary-bowman-1",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",46,2,"Nebraska",56,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"50","Brandon Boykin",9,64,2.25,"Career",NA,53,NA,0,0,0,0,0,NA,"",9,0,NA,4,0,NA,0,NA,NA,NA,NA,"brandon-boykin-1",12,48,"DB",1,NA,2,71,14.2,5,7,1,103,14.7,3,1,0,"Career",106,20,"Georgia",159,8,0,NA,174,14.5,0,36,4,NA,NA
"51","Tyron Brackenridge",5,46,1.73913043478261,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,"",3,1,NA,0,NA,NA,NA,NA,NA,NA,NA,"tyron-brackenridge-1",NA,6,"DB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",29,5,"Washington State",50,1,NA,NA,NA,NA,NA,42,14,NA,"Career"
"52","James Bradberry",22,60,5.86666666666667,"Career",NA,0,NA,NA,NA,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"james-bradberry-1",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Arkansas State",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"53","Tyvon Branch",31,106,4.67924528301887,"Career",NA,89,NA,NA,NA,NA,NA,NA,NA,"",3,0,NA,2,NA,NA,NA,NA,NA,NA,NA,"tyvon-branch-1",NA,12,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,"Career",122,7.5,"Connecticut",211,2,NA,NA,NA,NA,NA,15,5,NA,NA
"54","Tramaine Brock",25,117,3.41880341880342,"Career",NA,20,NA,NA,NA,NA,NA,NA,NA,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tramaine-brock-1",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",53,2.5,"Minnesota",73,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"55","Ahmad Brooks",62,145,6.84137931034483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ahmad-brooks-1",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Texas",NA,NA,NA,NA,NA,NA,NA,17,4.3,NA,"Career"
"56","Ron Brooks",6,52,1.84615384615385,"Career",NA,40,NA,NA,NA,3,3,NA,NA,"",3,3,NA,0,NA,NA,9,NA,NA,NA,NA,"ron-brooks-1",NA,18,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,"Career",50,12.5,"LSU",90,3,NA,NA,NA,NA,NA,106,35.3,NA,NA
"57","Terrence Brooks",7,80,1.4,"Career",NA,38,NA,NA,NA,2,1,NA,NA,"11-May",5,0,NA,NA,NA,NA,11,NA,NA,NA,NA,"terrence-brooks-1",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Career",88,9.5,"Florida State",126,NA,NA,200,NA,NA,NA,28,5.6,NA,NA
"58","Anthony Brown",14,56,4,"Career",NA,36,NA,NA,NA,1,0,NA,NA,"11-May",1,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"anthony-brown-10",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,"Career",39,8,"Eastern Michigan",75,NA,NA,200,NA,NA,NA,15,15,NA,NA
"59","Brandon Browner",26,61,6.81967213114754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brandon-browner-1",NA,6,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Oregon State",NA,1,NA,NA,NA,NA,NA,74,12.3,NA,"Career"
"60","C.C. Brown",21,83,4.04819277108434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cc-brown-1",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,7,3.5,NA,"Career"
"61","Chris Brown",25,68,5.88235294117647,"Career",NA,14,NA,NA,NA,1,0,0,NA,"",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,"chris-brown-10",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Career",46,1,"Iowa State",60,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"62","Chykie Brown",5,59,1.35593220338983,"Career",NA,28,NA,NA,NA,1,0,0,NA,"",2,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"chykie-brown-1",NA,NA,"DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Career",70,8.5,"Texas",98,NA,NA,NA,NA,NA,0,15,7.5,NA,NA
