"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"14","Devin Aromashodu",11,61,2.88524590163934,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"devin-aromashodu-1",NA,54,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",0,0,"Auburn",1,9,NA,NA,NA,NA,NA,0,NA,NA,"Career"
"15","Marcell Ateman",2,18,1.77777777777778,"Career",NA,NA,NA,0,0,NA,NA,NA,NA,"4-Jun",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"marcell-ateman-1",NA,78,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Oklahoma State",NA,13,NA,220,NA,NA,NA,NA,NA,NA,NA
"16","David Ausberry",1,34,0.470588235294118,"Career",NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"david-ausberry-1",NA,42,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",3,0,"USC",3,7,NA,NA,NA,NA,NA,0,NA,NA,NA
"17","Tavon Austin",28,96,4.66666666666667,"Career",NA,1,NA,NA,NA,0,0,NA,NA,"",0,0,NA,4,NA,NA,0,NA,NA,NA,NA,"tavon-austin-1",NA,240,"WR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",4,0,"West Virginia",5,40,NA,NA,NA,NA,NA,0,NA,NA,NA
"18","Terrence Austin",1,18,0.888888888888889,"Career",NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"terrence-austin-1",NA,30,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"UCLA",2,5,NA,NA,NA,NA,NA,0,NA,NA,NA
"19","Jason Avant",36,148,3.89189189189189,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jason-avant-1",NA,78,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Michigan",1,13,NA,NA,NA,NA,NA,0,NA,NA,"Career"
"20","Donnie Avery",23,77,4.77922077922078,"Career",NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,"donnie-avery-1",NA,120,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",7,0,"Houston",7,20,NA,NA,NA,NA,NA,0,NA,NA,NA
"21","Champ Bailey",150,215,11.1627906976744,NA,-45,NA,0,NA,NA,NA,NA,NA,NA,"",8,1,1,0,NA,1,NA,0,0,0,0,"champ-bailey-1",NA,36,"WR",0,-200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Georgia",NA,6,NA,NA,NA,NA,NA,67,8.4,NA,"Career"
"22","Stedman Bailey",7,38,2.94736842105263,"Career",NA,4,NA,NA,NA,1,0,NA,NA,"",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"stedman-bailey-1",NA,246,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",15,0,"West Virginia",19,41,NA,NA,NA,NA,NA,0,NA,NA,NA
"23","Chris Baker",15,131,1.83206106870229,"Career",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chris-baker-1",NA,24,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Arkansas",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Doug Baldwin",62,123,8.0650406504065,"Career",NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"doug-baldwin-1",NA,84,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Stanford",1,14,NA,NA,NA,NA,NA,0,NA,NA,NA
"25","Jonathan Baldwin",4,33,1.93939393939394,"Career",NA,NA,NA,0,0,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"jonathan-baldwin-1",NA,96,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Career",NA,NA,"Pitt",NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA
"26","Brandon Banks",1,41,0.390243902439024,"Career",NA,0,NA,NA,NA,NA,NA,NA,NA,"3-Jun",0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,"brandon-banks-1",NA,96,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",4,0,"Kansas State",4,16,NA,280,NA,NA,NA,0,NA,NA,NA
"27","Hank Baskett",9,67,2.14925373134328,NA,0.3,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,1,0,NA,4,NA,25,0,46,11.5,"hank-baskett-1",NA,102,"WR",0,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"New Mexico",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"28","Arnaz Battle",19,113,2.69026548672566,NA,3.7,NA,30,NA,NA,NA,NA,NA,NA,"",NA,NA,5,0,NA,69,NA,43.5,2,438,6.3,"arnaz-battle-1",127,36,"WR",0,91.9,5,826,13.1,63,64,1,320,5,6,NA,NA,"Career",NA,NA,"Notre Dame",NA,6,NA,NA,1146,9,NA,NA,NA,NA,"Career"
"29","Cole Beasley",36,118,4.88135593220339,"Career",NA,0,NA,NA,NA,0,0,NA,NA,"",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"cole-beasley-1",NA,90,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"SMU",2,15,NA,NA,NA,NA,NA,0,NA,NA,NA
"30","Odell Beckham Jr.",54,75,11.52,"2013",0,0,0,0,0,0,0,NA,13,"Jun-00",0,0,0,0,NA,1,0,0,0,0,0,"odell-beckham-jr-1",NA,48,"WR",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"2013",0,0,"LSU",0,8,NA,193,NA,NA,NA,0,NA,NA,NA
"31","Josh Bellamy",8,82,1.5609756097561,"Career",NA,3,NA,NA,NA,0,0,NA,NA,"",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"josh-bellamy-1",NA,42,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",11,0,"Louisville",14,7,NA,NA,NA,NA,NA,0,NA,NA,NA
"32","Kelvin Benjamin",23,61,6.0327868852459,"Career",NA,1,NA,0,0,0,0,NA,NA,"5-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"kelvin-benjamin-1",NA,114,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",0,0,"Florida State",1,19,NA,238,NA,NA,NA,0,NA,NA,NA
"33","Travis Benjamin",28,101,4.43564356435644,"Career",17,0,1,NA,NA,0,0,NA,NA,"",0,0,0,0,NA,1,0,100,0,17,17,"travis-benjamin-1",NA,90,"WR",1,242.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",3,0,"Miami (FL)",3,15,NA,NA,NA,NA,NA,0,NA,NA,NA
"34","Arrelious Benn",8,61,2.09836065573771,"Career",NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,"arrelious-benn-1",NA,66,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",8,0,"Illinois",8,11,NA,NA,NA,NA,NA,0,NA,NA,NA
"35","Drew Bennett",41,102,6.43137254901961,NA,7.2,NA,57,NA,NA,NA,NA,NA,NA,"",NA,NA,4,NA,NA,104,NA,54.8,7,788,7.6,"drew-bennett-1",47,6,"WR",NA,133,0,167,20.9,8,39,1,62,1.6,1,NA,NA,"Career",NA,NA,"UCLA",NA,1,NA,NA,229,4.9,NA,NA,NA,NA,"Career"
"36","Earl Bennett",20,78,4.1025641025641,"Career",16.3,2,2,NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,4,NA,50,1,45,11.3,"earl-bennett-1",NA,120,"WR",0,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",4,0,"Vanderbilt",6,20,NA,NA,NA,NA,NA,0,NA,NA,NA
"37","Bernard Berrian",36,109,5.28440366972477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"bernard-berrian-1",NA,174,"WR",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Fresno State",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"38","Davone Bess",30,91,5.27472527472527,"Career",NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"davone-bess-1",NA,246,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Hawaii",2,41,NA,NA,NA,NA,NA,0,NA,NA,NA
"39","Justin Blackmon",9,20,7.2,"Career",NA,1,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"justin-blackmon-1",NA,252,"WR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",4,0,"Oklahoma State",5,42,NA,NA,NA,NA,NA,0,NA,NA,NA
"40","Will Blackmon",20,96,3.33333333333333,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"",8,0,NA,1,NA,NA,NA,NA,NA,NA,NA,"will-blackmon-1",NA,36,"WR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Boston College",2,6,NA,NA,NA,NA,NA,59,7.4,NA,"Career"
"41","Anquan Boldin",118,202,9.34653465346535,NA,8.2,NA,7,NA,NA,NA,NA,NA,NA,"",NA,NA,0,0,NA,16,NA,43.8,1,111,6.9,"anquan-boldin-1",NA,132,"WR",0,122.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Florida State",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"42","Marty Booker",57,157,5.80891719745223,NA,10.7,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,1,NA,NA,3,NA,33.3,1,57,19,"marty-booker-1",NA,138,"WR",0,236.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Louisiana-Monroe",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"43","Dwayne Bowe",57,125,7.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dwayne-bowe-1",NA,156,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"LSU",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"44","Tyler Boyd",23,56,6.57142857142857,"Career",24,0,3,0,0,0,0,NA,NA,"2-Jun",0,0,0,0,NA,4,0,75,0,96,24,"tyler-boyd-1",NA,138,"WR",1,276.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",4,0,"Pitt",4,23,NA,200,NA,NA,NA,0,NA,NA,NA
"45","Jarrett Boykin",6,39,2.46153846153846,"Career",NA,0,NA,NA,NA,NA,NA,1,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jarrett-boykin-1",NA,120,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Virginia Tech",2,20,NA,NA,NA,NA,0,0,NA,NA,NA
"46","Mark Bradley",11,57,3.08771929824561,NA,33.5,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,0,1,NA,2,NA,100,1,47,23.5,"mark-bradley-1",NA,66,"WR",0,462.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Oklahoma",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"47","Deion Branch",64,140,7.31428571428571,NA,0,NA,0,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,2,NA,0,0,0,0,"deion-branch-1",NA,114,"WR",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Louisville",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"48","Quan Bray",0,24,0,"Career",26.5,0,1,0,0,0,0,NA,NA,"10-May",0,0,0,0,NA,2,0,50,1,33,16.5,"quan-bray-1",NA,60,"WR",2,353.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Auburn",2,10,NA,195,NA,NA,NA,0,NA,NA,NA
"49","Steve Breaston",28,86,5.2093023255814,NA,28,0,1,NA,NA,NA,NA,NA,NA,"",0,0,0,1,NA,2,NA,50,1,36,18,"steve-breaston-1",NA,102,"WR",4,366.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Michigan",1,17,NA,NA,NA,NA,NA,0,NA,NA,"Career"
