"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"80","Tyrone Carter",31,158,3.13924050632911,"Career",NA,2,NA,NA,NA,0,0,NA,NA,"Jun-00",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"tyrone-carter-4",NA,NA,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",0,0,"Louisiana-Monroe",2,NA,NA,188,NA,NA,NA,0,NA,NA,NA
"81","Chris Chambers",70,153,7.3202614379085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"chris-chambers-1",NA,96,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Wisconsin",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"82","Antonio Chatman",10,74,2.16216216216216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"antonio-chatman-1",NA,18,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Cincinnati",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"83","Jehu Chesson",0,24,0,"Career",NA,7,NA,0,0,0,2,NA,NA,"3-Jun",0,0,NA,1,NA,NA,0,NA,NA,NA,NA,"jehu-chesson-1",NA,96,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",10,0,"Michigan",17,16,NA,204,NA,NA,NA,0,NA,NA,NA
"84","Brian Clark",0,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brian-clark-1",NA,66,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"North Carolina State",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"85","Desmond Clark",31,162,3.06172839506173,NA,0,NA,0,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,3,NA,0,0,0,0,"desmond-clark-1",NA,120,"WR",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Wake Forest",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"86","Kenny Clark",30,60,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"kenny-clark-1",NA,102,"WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"UCF",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"87","Ryan Clark",74,177,6.68926553672316,"Career",NA,6,NA,NA,NA,0,0,NA,NA,"",0,0,NA,0,NA,NA,2,NA,NA,NA,NA,"ryan-clark-2",NA,6,"WR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",5,0,"Ohio",11,1,NA,NA,NA,NA,NA,0,NA,NA,NA
"88","Kaelin Clay",3,22,2.18181818181818,"Career",NA,NA,NA,0,0,NA,NA,NA,NA,"10-May",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"kaelin-clay-1",NA,48,"WR",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Utah",NA,8,NA,188,NA,NA,NA,NA,NA,NA,NA
"89","Mark Clayton",30,83,5.78313253012048,NA,0,NA,0,NA,NA,NA,NA,NA,NA,"",NA,NA,0,0,NA,1,NA,0,0,0,0,"mark-clayton-1",NA,192,"WR",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Oklahoma",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
