"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"32","Dallas Clark",61,143,6.82517482517482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dallas-clark-1",NA,48,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Iowa",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"33","Daniel Coats",2,57,0.56140350877193,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"daniel-coats-1",NA,54,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Brigham Young",3,9,NA,NA,NA,NA,NA,0,NA,NA,"Career"
"34","Chase Coffman",0,39,0,"Career",16.3,0,1,NA,NA,NA,NA,NA,NA,"",0,0,0,NA,NA,3,NA,33.3,1,29,9.7,"chase-coffman-1",NA,180,"TE",NA,224.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",6,0,"Missouri",6,30,NA,NA,NA,NA,NA,0,NA,NA,NA
"35","Jed Collins",3,63,0.761904761904762,"Career",NA,15,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"jed-collins-1",NA,48,"TE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",20,0,"Washington State",35,8,NA,NA,NA,NA,NA,0,NA,NA,NA
"36","Tyler Conklin",2,31,1.03225806451613,"Career",NA,1,NA,0,0,0,0,NA,NA,"4-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"tyler-conklin-1",NA,68,"TE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",7,0,"Central Michigan",8,11,1,240,NA,NA,NA,0,NA,NA,NA
"37","Jared Cook",54,163,5.30061349693251,"Career",NA,1,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jared-cook-2",NA,42,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"South Carolina",2,7,NA,NA,NA,NA,NA,0,NA,NA,NA
"38","Brad Cottam",2,24,1.33333333333333,"Career",NA,1,NA,0,0,0,0,0,NA,"",0,0,NA,0,0,NA,0,NA,NA,NA,NA,"brad-cottam-1",NA,6,"TE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Career",2,0,"Tennessee",3,1,0,NA,NA,NA,0,0,NA,NA,NA
"39","Tom Crabtree",3,53,0.905660377358491,"Career",NA,15,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"tom-crabtree-1",NA,12,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",23,0,"Miami (OH)",38,2,NA,NA,NA,NA,NA,0,NA,NA,NA
"40","Alan Cross",0,36,0,"Career",NA,1,NA,0,0,0,0,NA,NA,"1-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"alan-cross-2",NA,90,"TE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Memphis",3,15,NA,235,NA,NA,NA,0,NA,NA,NA
"41","Alge Crumpler",48,155,4.95483870967742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alge-crumpler-1",NA,36,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"North Carolina",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"42","Sean Culkin",0,18,0,"Career",NA,0,NA,0,0,0,0,NA,NA,"6-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"sean-culkin-1",NA,12,"TE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Missouri",2,2,NA,245,NA,NA,NA,0,NA,NA,NA
"43","Darrell Daniels",0,34,0,"Career",NA,3,NA,0,0,0,0,NA,NA,"3-Jun",0,0,NA,0,NA,NA,0,NA,NA,NA,NA,"darrell-daniels-1",NA,30,"TE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",10,0,"Washington",13,5,NA,247,NA,NA,NA,0,NA,NA,NA
"44","Fred Davis",15,72,3.33333333333333,"Career",NA,0,NA,NA,NA,NA,NA,NA,NA,"11-May",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"fred-davis-1",NA,78,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"USC",2,13,NA,214,NA,NA,NA,0,NA,NA,NA
"45","Kellen Davis",5,125,0.64,"Career",NA,4,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kellen-davis-1",NA,54,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Career",8,2.5,"Michigan State",12,9,NA,NA,NA,NA,NA,0,NA,NA,NA
"46","Vernon Davis",65,198,5.25252525252525,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"vernon-davis-1",NA,54,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Maryland",1,9,NA,NA,NA,NA,NA,0,NA,NA,"Career"
"47","A.J. Derby",3,25,1.92,"Career",4.4,2,22,0,0,0,0,NA,NA,"5-Jun",0,0,1,0,NA,42,0,52.4,1,208,5,"aj-derby-1",NA,18,"TE",0,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",2,0,"Overall",4,3,NA,255,NA,NA,NA,0,NA,NA,NA
"48","Dorin Dickerson",1,24,0.666666666666667,"Career",NA,8,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"dorin-dickerson-1",NA,78,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",7,0.5,"Pitt",15,13,NA,NA,NA,NA,NA,0,NA,NA,NA
"49","Ed Dickson",18,134,2.14925373134328,"Career",0,5,0,NA,NA,NA,NA,NA,NA,"",0,0,0,NA,NA,1,NA,0,0,0,0,"ed-dickson-1",NA,72,"TE",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",10,1,"Oregon",15,12,NA,NA,NA,NA,NA,0,NA,NA,NA
"50","Kris Dielman",77,120,10.2666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"kris-dielman-1",NA,30,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Indiana",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"51","Jack Doyle",20,100,3.2,"Career",NA,2,NA,NA,NA,NA,NA,NA,NA,"4-Jun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jack-doyle-1",NA,48,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",4,0,"Western Kentucky",6,8,NA,260,NA,NA,NA,0,NA,NA,NA
"52","Jim Dray",4,94,0.680851063829787,"Career",NA,0,NA,NA,NA,NA,NA,NA,NA,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,"jim-dray-1",NA,42,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Career",1,0,"Stanford",1,7,NA,NA,NA,NA,NA,0,NA,NA,NA
"53","Joel Dreessen",17,120,2.26666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"joel-dreessen-1",NA,60,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Colorado State",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
"54","Jeff Dugan",2,79,0.40506329113924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"jeff-dugan-1",NA,18,"TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Career",NA,NA,"Maryland",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Career"
