"","name","approximate_value","games.x","AVp16","X1","adjusted_yards_per_attempt","assists_on_tackles","completed_passes","extra_points_made","field_goals_made","fumbles_forced","fumbles_recovered","fumbles_recovered_for_touchdown","games.y","height","interceptions","interceptions_returned_for_touchdown","interceptions_thrown","kickoff_return_touchdowns","other_touchdowns","pass_attempts","passes_defended","passing_completion","passing_touchdowns","passing_yards","passing_yards_per_attempt","player_id","plays_from_scrimmage","points","position","punt_return_touchdowns","quarterback_rating","receiving_touchdowns","receiving_yards","receiving_yards_per_reception","receptions","rush_attempts","rush_touchdowns","rush_yards","rush_yards_per_attempt","rushing_and_receiving_touchdowns","sacks","safeties","season","solo_tackles","tackles_for_loss","team_abbreviation","total_tackles","total_touchdowns","two_point_conversions","weight","yards_from_scrimmage","yards_from_scrimmage_per_play","yards_recovered_from_fumble","yards_returned_from_interceptions","yards_returned_per_interception","year","X"
"26","Danielle Hunter",45,78,9.23076923076923,"Career",NA,90,NA,0,0,2,1,1,NA,"6-Jun",0,0,NA,0,0,NA,8,NA,NA,NA,NA,"danielle-hunter-1",NA,6,"DE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0,"Career",52,21,"LSU",142,1,0,240,NA,NA,25,0,NA,NA,NA
"27","David Irving",8,37,3.45945945945946,"Career",NA,18,NA,0,0,1,0,NA,NA,"7-Jun",1,1,NA,0,NA,NA,6,NA,NA,NA,NA,"david-irving-1",NA,6,"DE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"Career",26,7.5,"Iowa State",44,1,0,272,NA,NA,NA,20,20,NA,NA
"28","Isaiah Irving",3,33,1.45454545454545,"Career",NA,62,NA,NA,NA,1,0,NA,NA,"3-Jun",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"isaiah-irving-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"Career",77,22.5,"San Jose State",139,NA,NA,241,NA,NA,NA,0,NA,NA,NA
"29","Vincent Jackson",92,155,9.49677419354839,"Career",NA,25,NA,NA,NA,0,0,NA,NA,"2-Jun",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"vincent-jackson-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Career",29,4,"South Florida",54,NA,NA,256,NA,NA,NA,6,6,NA,NA
"30","Devon Kennard",33,83,6.36144578313253,"Career",NA,99,NA,NA,NA,2,1,0,NA,"3-Jun",1,0,NA,NA,NA,NA,8,NA,NA,NA,NA,"devon-kennard-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,"Career",96,26,"USC",195,NA,NA,260,NA,NA,0,8,8,NA,NA
"31","Harold Landry",12,31,6.19354838709677,"Career",NA,58,NA,NA,NA,10,1,NA,NA,"3-Jun",1,0,NA,NA,NA,NA,6,NA,NA,NA,NA,"harold-landry-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,"Career",100,48,"Boston College",158,NA,NA,250,NA,NA,NA,20,20,NA,NA
"32","Justin Lawler",1,16,1,"Career",NA,83,NA,0,0,4,1,NA,NA,"4-Jun",0,0,NA,0,NA,NA,3,NA,NA,NA,NA,"justin-lawler-1",NA,6,"DE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,"Career",143,40.5,"SMU",226,1,NA,265,NA,NA,NA,0,NA,NA,NA
"33","Shaq Lawson",12,50,3.84,"Career",NA,56,NA,NA,NA,1,0,NA,NA,"3-Jun",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,"shaq-lawson-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,"Career",67,45.5,"Clemson",123,NA,NA,270,NA,NA,NA,0,NA,NA,NA
"34","Cassius Marsh",12,84,2.28571428571429,"Career",NA,53,NA,0,0,0,2,NA,NA,"4-Jun",0,0,NA,0,NA,NA,2,NA,NA,NA,NA,"cassius-marsh-1",NA,12,"DE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,"Career",96,22.5,"UCLA",149,2,0,260,NA,NA,NA,0,NA,NA,NA
"35","Kareem Martin",14,77,2.90909090909091,"Career",NA,86,NA,NA,NA,4,3,0,NA,"6-Jun",0,0,NA,NA,NA,NA,13,NA,NA,NA,NA,"kareem-martin-1",NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,"Career",92,45.5,"North Carolina",178,NA,NA,265,NA,NA,0,0,NA,NA,NA
