,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,1.2,,30,,,,,,,,,,7,,Benji Walker,,57,,52.6,1,365,6.4,benji-walker-1,38,18,QB,,87.6,,,,,38,3,224,5.9,3,,,Career,,,Vanderbilt,,3,,,224,5.9,,,,
Career,,,,,,,,,,,,,,,Benji Wood,,,,,,,,benji-wood-1,252,132,RB,,,0,38,19.0,2,250,22,1317,5.3,22,,,Career,,,Rice,,22,,,1355,5.4,,,,
Career,,,,,,,,,,,,,,,Benjie Shuler,,,,,,,,benjie-shuler-1,,12,WR,,,,,,,,,,,,,,Career,,,Tennessee,,2,,,,,,,,
Career,,5,,,,0,0,0,,,,,,,Bennett Hoefer,,,0,,,,,bennett-hoefer-1,,,DB,,,,,,,,,,,,0.0,,Career,3,0.0,Baylor,8,,,,,,0,,,
Career,7.4,,11,,,,,,,,,,1,,Bennett Swygert,,21,,52.4,2,160,7.6,bennett-swygert-1,3,6,QB,,138.3,,,,,3,1,0,0.0,1,,,Career,,,South Carolina,,1,,,0,0.0,,,,
Career,,,,,,,,,,,8,2,,,Bennie Alexander,,,,,,,,bennie-alexander-1,,12,DB,,,,,,,,,,,,,,Career,,,Florida,,2,,,,,,239,29.9,
Career,,0.0,,,,,,,,,0,0,,0.0,Bennie Brazell,,,,,,,,bennie-brazell-1,,18,WR,,,,,,,,,,,,0.0,,Career,1.0,0.0,LSU,1.0,3,,,,,,0,,
Career,,,,,,,,,,,,,,,Bennie Butler,,,,,,,,bennie-butler-1,12,,RB,,,,,,,12,0,45,3.8,0,,,Career,,,Oklahoma,,,,,45,3.8,,,,
Career,,,,,,,,,,,,,,,Bennie Joppru,,,,,,,,bennie-joppru-1,,48,TE,,,,,,,,,,,,,,Career,,,Michigan,,8,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Benny Clark,,,,,,,,benny-clark-1,84,12,RB,,,0.0,3.0,3.0,1.0,83,2,376,4.5,2,,,Career,,,Western Michigan,,2,,,379,4.5,,,,
Career,,,,,,,,,,,3,0,,,Benny Mastropaolo,,,,,,,,benny-mastropaolo-1,,,DB,,,,,,,,,,,,,,Career,,,Colorado State,,,,,,,,0,0.0,
Career,,,,,,,,,,,3,0,,,Benny Sapp,,,,,,,,benny-sapp-1,,,DB,,,,,,,,,,,,,,Career,,,Iowa,,,,,,,,0,0.0,
Career,,5,,,,0.0,0.0,0.0,,,0,0,,,Benny Ward,,,0.0,,,,,benny-ward-1,,,WR,,,,,,,,,,,,0.0,,Career,6,0.0,Washington State,11,,,,,,0.0,0,,
Career,,,,48,10,,,,,,,,,,Berin Lacevic,,,,,,,,berin-lacevic-1,,78,K,,,,,,,,,,,,,,Career,,,Purdue,,0,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Bernard Anderson,,,,,,,,bernard-anderson-1,66,18,RB,,,1.0,90.0,5.3,17.0,49,2,164,3.3,3,,,Career,,,UAB,,3,,,254,3.8,,,,
Career,,,,,,,,,,,,,,1.0,Bernard Berrian,,,,,,,,bernard-berrian-1,,174,WR,3.0,,,,,,,,,,,,,Career,,,Fresno State,,29,,,,,,,,
Career,,,,,,,,,,,2,1,,,Bernard Brown,,,,,,,,bernard-brown-1,,6,DB,,,,,,,,,,,,,,Career,,,South Florida,,1,,,,,,86,43.0,
Career,,28.0,,,,1.0,0.0,0.0,,,4,0,,,Bernard Davis,,,3.0,,,,,bernard-davis-1,,,LB,,,,,,,,,,,,1.0,,Career,50.0,6.5,Troy,78.0,,,,,,0.0,115,28.8,
Career,,62,,,,2,0,0,,,,,,,Bernard Faithful,,,4,,,,,bernard-faithful-1,,,DL,,,,,,,,,,,,2.5,,Career,30,8.0,Toledo,92,,,,,,0,,,
Career,5.3,0.0,110.0,,,,,,,,0,0,7.0,0.0,Bernard Jackson,,221.0,,49.8,7.0,1357.0,6.1,bernard-jackson-1,164,42,QB,0.0,105.5,,,,,164,7,690,4.2,7,0.0,,Career,2.0,0.0,Colorado,2.0,7,,,690,4.2,,0,,
Career,,2.0,,0.0,0.0,,0.0,2.0,,,4,0,,0.0,Bernard Lay,0.0,,,,,,,bernard-lay-1,,12,DB,0.0,,,,,,,,,,,0.0,0.0,Career,27.0,3.0,Pitt,29.0,2,0.0,,,,20.0,17,4.3,
Career,6.2,0.0,483,,,,,,,,0,0,28,,Bernard Morris,,803,,60.1,31,5616,7.0,bernard-morris-1,294,60,QB,,124.7,0.0,-5.0,-2.5,2.0,292,10,1089,3.7,10,0.0,,Career,1.0,0.0,Marshall,1.0,10,,,1084,3.7,,0,,
Career,5.7,,209,,,,,,,,,,15,,Bernard Oden,,400,,52.3,14,2686,6.7,bernard-oden-1,174,60,QB,,112.7,0.0,45.0,9.0,5.0,169,10,119,0.7,10,,,Career,,,Memphis,,10,,,164,0.9,,,,
Career,,28.0,,,,,,,,,4,0,,,Bernard Pollard,,,,,,,,bernard-pollard-1,,,DB,,,,,,,,,,,,0.0,,Career,64.0,1.5,Purdue,92.0,,,,,,,19,4.8,
Career,,,,,,,,,,,,,,0.0,Bernard Rambert,,,,,,,,bernard-rambert-1,307,84,RB,,,0,178,8.1,22,285,14,1176,4.1,14,,,Career,,,Clemson,,14,,,1354,4.4,,,,
Career,,,,,,,1.0,0.0,,,1,0,,,Bernard Riley,,,,,,,,bernard-riley-1,,,DL,,,,,,,,,,,,,,Career,,,USC,,,,,,,4.0,3,3.0,
Career,,,,,,,,,,,,,,,Bernie Fiddler,,,,,,,,bernie-fiddler-1,19,,RB,,,0.0,70.0,8.8,8.0,11.0,0.0,34.0,3.1,0,,,Career,,,Maryland,,,,,104,5.5,,,,
Career,,0.0,,,,0.0,0.0,0.0,,,0,0,,,Bernie Lewis,,,0.0,,,,,bernie-lewis-1,,,WR,,,,,,,,,,,,0.0,,Career,1.0,0.0,San Jose State,1.0,,,,,,0.0,0,,
Career,,,,,,,,,,,,,,,Bert Giovanetti,,,,,,,,bert-giovanetti-1,14,18,RB,,,0.0,22.0,11.0,2.0,12,3,107,8.9,3,,,Career,,,Air Force,,3,,,129,9.2,,,,
Career,,,,,,,,,,,,,,,Bertrand Martin,,,,,,,,bertrand-martin-1,,18,WR,,,,,,,,,,,,,,Career,,,New Mexico,,3,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Bethel Johnson,,,,,,,,bethel-johnson-1,,72,WR,0.0,,,,,,,,,,,,,Career,,,Texas A&M,,12,,,,,,,,
Career,,,,,,,,,,,4,0,,,Beto Lomax,,,,,,,,beto-lomax-1,1,,DB,,,,,,,1,0,19,19.0,0,,,Career,,,San Jose State,,,,,19,19.0,,14,3.5,
Career,,15,,,,0,0,0,,,,,,,Bevan Howard,,,1,,,,,bevan-howard-1,,,DL,,,,,,,,,,,,0.0,,Career,10,4.0,Utah State,25,,,,,,0,,,
Career,,,,,,,,,,,7,1,,,Bhawoh Jue,,,,,,,,bhawoh-jue-1,,6,DB,,,,,,,,,,,,,,Career,,,Penn State,,1,,,,,,107,15.3,
Career,,,,1,,,,,,,,,,,Bijan Shahmirza,,,,,,,,bijan-shahmirza-1,,1,K,,,,,,,,,,,,,,Career,,,San Jose State,,0,,,,,,,,
Career,,,,,,,,,,,4,0,,,Bill Alford,,,,,,,,bill-alford-1,,,DB,,,,,,,,,,,,,,Career,,,Vanderbilt,,,,,,,,0,0.0,
Career,6.5,,416,,,,,,,,,,31,,Bill Burke,,766,,54.3,46,5463,7.1,bill-burke-1,145,6,QB,,125.9,0.0,13.0,6.5,2.0,143,1,-529,-3.7,1,,,Career,,,Michigan State,,1,,,-516,-3.6,,,,
Career,,,,,,,,,,,,,,,Bill Chopp,,,,,,,,bill-chopp-1,1,,LB,,,,,,,1.0,0.0,-1.0,-1.0,0,,,Career,,,Western Michigan,,,,,-1,-1.0,,,,
Career,,,,,,,,,,,,,,,Bill Flowers,,,,,,,,bill-flowers-1,,60,WR,,,,,,,,,,,,,,Career,,,Ole Miss,,10,,,,,,,,
Career,,,,,,,,,,,,,,,Bill Khayat,,,,,,,,bill-khayat-1,,42,TE,,,,,,,,,,,,,,Career,,,Duke,,7,,,,,,,,
Career,,,,,,,,,,,,,,,Bill Lingerfelt,,,,,,,,bill-lingerfelt-1,,12,TE,,,,,,,,,,,,,,Career,,,Missouri,,2,,,,,,,,
Career,,,,,,,,,,,,,,,Bill Lynch,,,,,,,,bill-lynch-1,,6,TE,,,,,,,,,,,,,,Career,,,Nevada,,1,,,,,,,,
Career,,,,,,,,,,,,,,,Bill Marinangel,,,,,,,,bill-marinangel-1,6,6,P,,,0.0,5.0,5.0,1.0,5,1,142,28.4,1,,,Career,,,Vanderbilt,,1,,,147,24.5,,,,
Career,-45.0,2.0,0.0,,,,,,,,0,0,1.0,,Bill Poland,,1.0,,0.0,0.0,0.0,0.0,bill-poland-1,,24,WR,,-200.0,,,,,,,,,,0.0,,Career,1.0,0.0,Cincinnati,3.0,4,,,,,,0,,
Career,101.0,,1.0,,,,,,,,,,0.0,,Bill Powell,,1.0,,100.0,1.0,81.0,81.0,bill-powell-1,,30,WR,,1110.4,,,,,,,,,,,,Career,,,Rutgers,,5,,,,,,,,
Career,,4.0,,,,,,,,,0,0,,0.0,Bill Rentmeester,,,,,,,,bill-rentmeester-1,30,12,RB,,,1.0,21.0,5.3,4.0,26.0,1.0,116.0,4.5,2,0.0,,Career,4.0,0.0,Wisconsin,8.0,2,,,137,4.6,,0,,
Career,,,,,,,,,,,,,,0.0,Bill Sampy,,,,,,,,bill-sampy-1,,54,WR,0.0,,,,,,,,,,,,,Career,,,Louisiana,,9,,,,,,,,
Career,,,,,,,,,,,,,,,Bill Seymour,,,,,,,,bill-seymour-1,,12,TE,,,,,,,,,,,,,,Career,,,Michigan,,2,,,,,,,,
Career,7.5,0.0,418,,,,,,,,0,0,18,,Bill Stull,,681,,61.4,32,5252,7.7,bill-stull-1,75,18,QB,,136.4,0.0,23.0,23.0,1.0,74.0,3.0,-188.0,-2.5,3,0.0,,Career,1.0,0.0,Pitt,1.0,3,,,-165,-2.2,,0,,
Career,,,,,,,,,,,1,0,,,Bill Swancutt,,,,,,,,bill-swancutt-1,,,DL,,,,,,,,,,,,,,Career,,,Oregon State,,,,,,,,0,0.0,
Career,,,,0,0,,,,,,,,,0,Bill Tulloch,,,,,,,,bill-tulloch-1,,2,DL,0,,,,,,,,,,,,1,Career,,,Rutgers,,0,0,,,,,,,
Career,7.2,,310,,,,,,,,,,12,,Bill Whittemore,,568,,54.6,29,4051,7.1,bill-whittemore-1,265,126,QB,,127.1,0.0,16.0,16.0,1.0,264,21,1083,4.1,21,,,Career,,,Kansas,,21,,,1099,4.1,,,,
Career,,,,,,,1.0,0.0,,,1,0,,,Bill Wright,,,,,,,,bill-wright-1,,,DL,,,,,,,,,,,,,,Career,,,Brigham Young,,,,,,,4.0,0,0.0,
Career,,,,,,,,,,,,,,,Billy Baber,,,,,,,,billy-baber-1,,30,TE,,,,,,,,,,,,,,Career,,,Virginia,,5,,,,,,,,
Career,,,,,,,,,,,,,,,Billy Bajema,,,,,,,,billy-bajema-1,,24,TE,,,,,,,,,,,,,,Career,,,Oklahoma State,,4,,,,,,,,
Career,3.7,,33.0,,,,,,,,,,1.0,,Billy Barefield,,53.0,,62.3,1.0,223.0,4.2,billy-barefield-1,23,,WR,,100.1,,,,,23.0,0.0,99.0,4.3,0,,,Career,,,Memphis,,,,,99,4.3,,,,
Career,,,,148,87,,,,,,,,,,Billy Bennett,,,,,,,,billy-bennett-1,1,409,K,,,,,,,1.0,0.0,1.0,1.0,0,,,Career,,,Georgia,,0,,,1,1.0,,,,
Career,9.1,,588,,,,,,,,,,25,,Billy Blanton,,920,,63.9,67,8165,8.9,billy-blanton-1,188,6,QB,,157.1,,,,,188,1,-151,-0.8,1,,,Career,,,San Diego State,,1,,,-151,-0.8,,,,
Career,,18,,,,0,0,0,,,,,,,Billy Brittain,,,0,,,,,billy-brittain-1,,,DL,,,,,,,,,,,,0.5,,Career,2,2.0,New Mexico,20,,,,,,0,,,
Career,6.2,,252,,,,,,,,,,24,,Billy Cockerham,,485,,52.0,29,3483,7.2,billy-cockerham-1,341,72,QB,,122.1,,,,,341,12,1280,3.8,12,,,Career,,,Minnesota,,12,,,1280,3.8,,,,
Career,,,,,,,,,,,,,,,Billy Crawford,,,,,,,,billy-crawford-1,5,,TE,,,0.0,8.0,8.0,1.0,4.0,0.0,6.0,1.5,0,,,Career,,,Baylor,,,,,14,2.8,,,,
Career,6.5,,308,,,,,,,,,,23,,Billy Dicken,,570,,54.0,25,4247,7.5,billy-dicken-1,150,42,QB,,123.0,0.0,21.0,10.5,2.0,148,7,447,3.0,7,,,Career,,,Purdue,,7,,,468,3.1,,,,
Career,,,,,,,1,0,,,,,,,Billy Durham,,,,,,,,billy-durham-1,,,LB,,,,,,,,,,,,,,Career,,,Middle Tennessee State,,,,,,,0,,,
Career,,,,,,,,,,,,,,0.0,Billy Ford,,,,,,,,billy-ford-1,,12,TE,,,,,,,,,,,,,,Career,,,SMU,,2,,,,,,,,
Career,,,,,,,,,,,,,,,Billy Greene,,,,,,,,billy-greene-1,6,,KR,,,0.0,7.0,3.5,2.0,4.0,0.0,21.0,5.3,0,,,Career,,,Michigan State,,,,,28,4.7,,,,
Career,,,,,,,,,,,1,0,,,Billy Hardee,,,,,,,,billy-hardee-1,,,DB,,,,,,,,,,,,,,Career,,,Virginia Tech,,,,,,,,0,0.0,
Career,,16.0,,,,1.0,0.0,0.0,,,1,0,,,Billy Harrison,,,2.0,,,,,billy-harrison-1,,,DL,,,,,,,,,,,,4.5,,Career,14.0,5.0,Tulane,30.0,,,,,,0.0,0,0.0,
Career,,,,,,,,,,,,,,,Billy Henderson,,,,,,,,billy-henderson-1,30,12,RB,,,0.0,9.0,9.0,1.0,29,2,148,5.1,2,,,Career,,,South Florida,,2,,,157,5.2,,,,
Career,29.0,,3.0,,,,,,,,,,0.0,0.0,Billy Hubbard,,3.0,,100.0,1.0,67.0,22.3,billy-hubbard-1,,6,WR,0,397.6,,,,,,,,,,,,Career,,,Navy,,1,,,,,,,,
Career,5.3,,191,,,,,,,,,,12,,Billy Jack Haskins,,341,,56.0,9,2181,6.4,billy-jack-haskins-1,191,36,QB,,111.4,,,,,191.0,6.0,183.0,1.0,6,,,Career,,,Kentucky,,6,,,183,1.0,,,,
Career,,,,,,,,,,,,,,,Billy Jack Pierce,,,,,,,,billy-jack-pierce-1,,24,TE,,,,,,,,,,,,,,Career,,,Fresno State,,4,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Billy Kendall,,,,,,,,billy-kendall-1,,42,TE,,,,,,,,,,,,,,Career,,,Memphis,,7,,,,,,,,
Career,,3.0,,,,,,,,,0,0,,,Billy Latsko,,,,,,,,billy-latsko-1,,18,RB,,,,,,,,,,,,0.0,,Career,5.0,0.0,Florida,8.0,3,,,,,,0,,
Career,,,,,,,,,,,,,,0.0,Billy Legate,,,,,,,,billy-legate-1,28,6,RB,,,0.0,27.0,9.0,3.0,25,1,131,5.2,1,,,Career,,,Nebraska,,1,,,158,5.6,,,,
Career,8.0,,14,,,,,,,,,,0,,Billy Luckie,,23,,60.9,0,184,8.0,billy-luckie-1,10,,QB,,128.1,,,,,10,0,6,0.6,0,,,Career,,,Clemson,,,,,6,0.6,,,,
Career,7.0,,1.0,,,,,,,,,,0.0,0.0,Billy Lynch,,1.0,,100.0,0.0,7.0,7.0,billy-lynch-1,,24,WR,0.0,158.8,,,,,,,,,,,,Career,,,Ball State,,4,,,,,,,,
Career,16.7,,2.0,,,,,,,,,,0.0,,Billy McMullen,,3.0,,66.7,1.0,30.0,10.0,billy-mcmullen-1,,150,WR,,260.7,,,,,,,,,,,,Career,,,Virginia,,25,,,,,,,,
Career,,,,,,,,,,,,,,,Billy Meraz,,,,,,,,billy-meraz-1,2,,QB,,,,,,,2,0,18,9.0,0,,,Career,,,Navy,,,,,18,9.0,,,,
Career,,,,,,,,,,,,,,,Billy Miller,,,,,,,,billy-miller-1,,42,WR,,,,,,,,,,,,,,Career,,,USC,,7,,,,,,,,
Career,6.0,,1.0,,,,,,,,,,0.0,,Billy Miller,,1.0,,100.0,0.0,6.0,6.0,billy-miller-2,,6,WR,,150.4,,,,,,,,,,,,Career,,,Vanderbilt,,1,,,,,,,,
Career,,,,,,,,,,,9,2,,0,Billy Newman,,,,,,,,billy-newman-1,,12,DB,0.0,,,,,,,,,,,,,Career,,,Washington State,,2,,,,,,106,11.8,
Career,,,,,,,,,,,,,,,Billy Palmer,,,,,,,,billy-palmer-1,,6,TE,,,,,,,,,,,,,,Career,,,Notre Dame,,1,,,,,,,,
Career,,,,,,,,,,,,,,,Billy Pittman,,,,,,,,billy-pittman-1,,54,WR,,,,,,,,,,,,,,Career,,,Texas,,9,,,,,,,,
Career,,,,,,,,,,,,,,,Billy Rhodes,,,,,,,,billy-rhodes-1,2,,LB,,,,,,,2,0,3,1.5,0,,,Career,,,Florida State,,,,,3,1.5,,,,
Career,,,,,,,,,,,5,0,,,Billy Silva,,,,,,,,billy-silva-1,,,LB,,,,,,,,,,,,,,Career,,,Northwestern,,,,,,,,19,3.8,
Career,,,,,,,,,,,,,,,Billy Simmons,,,,,,,,billy-simmons-2,1,,RB,,,,,,,1,0,6,6.0,0,,,Career,,,Navy,,,,,6,6.0,,,,
Career,,,,,,,,,,,,,,,Billy Strother,,,,,,,,billy-strother-1,,18,LB,2,,,,,,,,,,,,,Career,,,New Mexico,,3,,,,,,,,
Career,,,,45.0,10.0,,,,,,,,,,Billy Sullivan,,,,,,,,billy-sullivan-1,,75,P,,,,,,,,,,,,,,Career,,,Akron,,0,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Billy Thomas,,,,,,,,billy-thomas-1,110,18,RB,,,0,28,9.3,3,107,3,479,4.5,3,,,Career,,,Louisiana Tech,,3,,,507,4.6,,,,
Career,7.5,,564.0,,,,,,,,,,12.0,,Billy Volek,,934.0,,60.4,57.0,6385.0,6.8,billy-volek-1,177,60,QB,,135.4,1.0,30.0,15.0,2.0,175.0,9.0,-178.0,-1.0,10,,,Career,,,Fresno State,,10,,,-148,-0.8,,,,
Career,,,,,,,,,,,,,,0.0,Billy Vuniwai,,,,,,,,billy-vuniwai-1,65,12,RB,,,1.0,132.0,13.2,10.0,55.0,1.0,206.0,3.7,2,,,Career,,,San Jose State,,2,,,338,5.2,,,,
Career,,,,,,,,,,,,,,0.0,Billy West,,,,,,,,billy-west-1,591,126,RB,,,1,159,8.4,19,572,20,2803,4.9,21,,,Career,,,Pitt,,21,,,2962,5.0,,,,
Career,,,,,,,,,,,,,,0.0,Billy Wingfield,,,,,,,,billy-wingfield-1,,54,WR,0.0,,,,,,,,,,,,,Career,,,Boise State,,9,,,,,,,,
Career,,,,,,,,,,,,,,,Billy Woodard,,,,,,,,billy-woodard-1,,6,TE,,,,,,,,,,,,,,Career,,,Rutgers,,1,,,,,,,,
Career,,,,,,,,,,,,,,,Billy Young,,,,,,,,billy-young-1,1,,QB,,,,,,,1,0,5,5.0,0,,,Career,,,Florida,,,,,5,5.0,,,,
Career,,0.0,,,,,,,,,0,0,,,Bio Bilaye-Benibo,,,,,,,,bio-bilaye-benibo-1,35,,RB,,,,,,,35,0,201,5.7,0,0.0,,Career,1.0,0.0,Rice,1.0,,,,201,5.7,,0,,
Career,,0.0,,,,,,,,,0,0,,0.0,Biren Ealy,,,,,,,,biren-ealy-1,,72,WR,,,,,,,,,,,,0.0,,Career,1.0,0.0,Overall,1.0,12,,,,,,0,,
Career,,,,,,,,,,,,,,0.0,B.J. Askew,,,,,,,,bj-askew-1,412,126,RB,,,4,728,9.3,78,334,17,1509,4.5,21,,,Career,,,Michigan,,21,,,2237,5.4,,,,
Career,,,,,,,,,,,,,,,B.J. Crist,,,,,,,,bj-crist-1,,12,WR,,,,,,,,,,,,,,Career,,,Louisiana,,2,,,,,,,,
Career,,1.0,,,,,,,,,0,0,,,B.J. Dean,,,,,,,,bj-dean-1,41,24,RB,,,0.0,50.0,6.3,8.0,33,4,95,2.9,4,0.0,,Career,1.0,0.0,Florida State,2.0,4,,,145,3.5,,0,,
Career,,5.0,,,,,,,,,0,0,,,B.J. Dennard,,,,,,,,bj-dennard-1,,,WR,,,,,,,,,,,,0.0,,Career,2.0,0.0,Arizona,7.0,,,,,,,0,,
Career,,,,,,,,,,,,,,,B.J. Edwards,,,,,,,,bj-edwards-1,14,,RB,,,0.0,61.0,15.3,4.0,10,0,34,3.4,0,,,Career,,,UNLV,,,,,95,6.8,,,,
Career,0.0,,0,,,,,,,,,,0,0,B.J. Franklin,,1,,0.0,0,0,0.0,bj-franklin-2,,12,WR,0,0.0,,,,,,,,,,,,Career,,,Ohio,,2,,,,,,,,
Career,,3,,,,0,0,0,,,,,,,B.J. Fruean,,,0,,,,,bj-fruean-1,,,LB,,,,,,,,,,,,0.0,,Career,3,0.0,Hawaii,6,,,,,,0,,,
Career,,,,0.0,0.0,,,,,,,,,0.0,B.J. Hill,0.0,,,,,,,bj-hill-1,283,24,DB,0.0,,0,150,6.0,25,258,4,1035,4.0,4,,0.0,Career,,,Duke,,4,0.0,,1185,4.2,,,,
Career,0.0,50,0.0,,,,,,,,8,0,0.0,0,B.J. Hill,,1.0,,0.0,0.0,0.0,0.0,bj-hill-2,180,36,DB,1,0.0,0.0,248.0,8.0,31.0,149.0,5.0,677.0,4.5,5,0.0,,Career,114,10.0,Ball State,164,6,,,925,5.1,,56,7.0,
Career,,107,,,,2,2,,,6-4,1,0,,,B.J. Hill,,,9,,,,,bj-hill-3,,,DT,,,,,,,,,,,,8.0,,Career,76,23.5,North Carolina State,183,,,315,,,,0,0.0,
Career,,,,,,,,,,,,,,,B.J. Johnson,,,,,,,,bj-johnson-1,,96,WR,,,,,,,,,,,,,,Career,,,Texas,,16,,,,,,,,
Career,,,,,,,,,,,,,,1.0,B.J. Lane,,,,,,,,bj-lane-1,373,96,RB,0.0,,1.0,318.0,6.9,46.0,327,14,1706,5.2,15,,,Career,,,Bowling Green State,,16,,,2024,5.4,,,,
Career,,,,,,,,,,,,,,0,B.J. Lovett,,,,,,,,bj-lovett-1,,24,WR,,,,,,,,,,,,,,Career,,,Michigan State,,4,,,,,,,,
Career,,,,0.0,0.0,,,,,,,,,0.0,B.J. Manley,0.0,,,,,,,bj-manley-1,139,18,RB,0.0,,0,172,12.3,14,125,3,455,3.6,3,,0.0,Career,,,Florida Atlantic,,3,0.0,,627,4.5,,,,
Career,,0.0,,,,,,,,,0,0,,0.0,B.J. Mitchell,,,,,,,,bj-mitchell-1,489,156,RB,,,1,41,5.1,8,481,25,2395,5.0,26,0.0,,Career,1.0,0.0,Nevada,1.0,26,,,2436,5.0,,0,,
Career,,39,,,,1,0,0,,,,,,,B.J. Raji,,,9,,,,,bj-raji-1,,,DL,,,,,,,,,,,,12.0,,Career,53,29.0,Boston College,92,,,,,,0,,,
Career,7.6,,141,,,,,,,,,,7,,B.J. Rhode,,236,,59.7,13,1859,7.9,bj-rhode-1,42,24,QB,,138.2,,,,,42,4,7,0.2,4,,,Career,,,Boise State,,4,,,7,0.2,,,,
Career,0.0,,0.0,,,,,,,,,,0.0,,B.J. Sander,,1.0,,0.0,0.0,0.0,0.0,bj-sander-1,1,,P,,0.0,,,,,1.0,0.0,-10.0,-10.0,0,,,Career,,,Ohio State,,,,,-10,-10.0,,,,
Career,,,,,,,,,,,1,0,,,B.J. Scott,,,,,,,,bj-scott-2,,,DL,,,,,,,,,,,,,,Career,,,Notre Dame,,,,,,,,7,7.0,
Career,,,,,,,,,,,,,,,B.J. Steele,,,,,,,,bj-steele-1,,6,LB,1,,,,,,,,,,,,,Career,,,Louisville,,1,,,,,,,,
Career,7.8,,529,,,,,,,,,,25,,B.J. Symons,,822,,64.4,59,6378,7.8,bj-symons-1,101,36,QB,,147.1,0.0,19.0,19.0,1.0,100,6,208,2.1,6,,,Career,,,Texas Tech,,6,,,227,2.2,,,,
Career,6.5,,61,,,,,,,,,,4,,B.J. Tiger,,111,,55.0,6,785,7.1,bj-tiger-1,73,12,QB,,125.0,,,,,73,2,259,3.5,2,,,Career,,,Oklahoma State,,2,,,259,3.5,,,,
Career,,,,,,,,,,,5,1,,,B.J. Tucker,,,,,,,,bj-tucker-1,,6,DB,,,,,,,,,,,,,,Career,,,Wisconsin,,1,,,,,,67,13.4,
Career,,,,,,,,,,,1,0,,,B.J. Ward,,,,,,,,bj-ward-1,,6,DB,,,,,,,,,,,,,,Career,,,Florida State,,1,,,,,,4,4.0,
Career,9.0,5.0,3.0,,,,,,,,0,0,0.0,,Blade Bassler,,5.0,,60.0,1.0,25.0,5.0,blade-bassler-1,,6,TE,,168.0,,,,,,,,,,0.0,,Career,1.0,0.0,Houston,6.0,1,,,,,,0,,
Career,14.5,,1,,,,,,,,,,0,,Blain Bech,,2,,50.0,0,29,14.5,blain-bech-1,2,6,WR,,171.8,,,,,2,1,37,18.5,1,,,Career,,,LSU,,1,,,37,18.5,,,,
Career,,,,,,,,,,,,,,,Blaine Cooper,,,,,,,,blaine-cooper-1,,6,WR,,,,,,,,,,,,,,Career,,,Army,,1,,,,,,,,
Career,,,,,,,,,,,,,,,Blair Hawkins,,,,,,,,blair-hawkins-1,6,,RB,,,,,,,6,0,10,1.7,0,,,Career,,,Washington State,,,,,10,1.7,,,,
Career,,16.0,,,,1.0,1,0,,,,,,,Blair Kramer,,,3.0,,,,,blair-kramer-1,,,DL,,,,,,,,,,,,4.0,,Career,21.0,12.5,Ball State,37.0,,,,,,10,,,
Career,,65,,,,,,,,,3,0,,,Blair Phillips,,,,,,,,blair-phillips-1,,,LB,,,,,,,,,,,,4.0,,Career,85,18.0,Oregon,150,,,,,,,45,15.0,
Career,3.0,,2,,,,,,,,,,0,,Blake Barnes,,3,,66.7,0,9,3.0,blake-barnes-1,,,QB,,91.9,,,,,,,,,,,,Career,,,Georgia,,,,,,,,,,
Career,,,,,,,,,,,,,,,Blake Bourque,,,,,,,,blake-bourque-1,,6,RB,,,,,,,,,,,,,,Career,,,Louisiana,,1,,,,,,,,
Career,,9,,,,0.0,0.0,0.0,,,1,0,,,Blake Burruss,,,0.0,,,,,blake-burruss-1,,,DL,,,,,,,,,,,,0.5,,Career,11,4.0,North Texas,20,,,,,,0.0,0,0.0,
Career,,,,,,,,,,,2,0,,0.0,Blake Eagal,,,,,,,,blake-eagal-1,,6,LB,1.0,,,,,,,,,,,,,Career,,,Utah State,,1,,,,,,15,7.5,
Career,22.0,,1.0,,,,,,,6-3,,,0.0,,Blake Ferguson,,1.0,,100.0,0.0,22.0,22.0,blake-ferguson-1,1,,P,,284.8,0.0,0.0,,0.0,1,0,-13,-13.0,0,,,Career,,,Overall,,,,221,-13,-13.0,,,,
Career,8.1,,31,,,,,,,,,,1,,Blake Field,,51,,60.8,4,376,7.4,blake-field-1,5,,QB,,144.7,,,,,5.0,0.0,3.0,0.6,0,,,Career,,,Auburn,,,,,3,0.6,,,,
